,,Label,Tweet
7.84865E+17,???? ????,positive,???? ???? ???? ?? ???? ???????????????????? https://t.co/e6b2TNcpsT
7.85031E+17,???? ????,positive,RT @_zayeeed: ????? ???? ???? ??????? ?? ???? ???? ?????? ? ??? ????? ?? ????? ?????? ??
7.85108E+17,???? ????,negative,RT @TheAdsila: ??? ???? ???? ????? ????
7.85127E+17,???? ????,negative,???? ???? ????? .
7.8516E+17,???? ????,positive,??? ??? ???? ???? ?? ???????? ???? ???? ??? ???? ????
7.85163E+17,???? ????,positive,@mennadorgham8 ????? ??????? ?? ????? ???? ???? ??
7.85166E+17,???? ????,positive,???? ????? ???? ????? ?? ????? ???? ???? ?? ?? ?? ?????? ??? ???? ?? ???? ??????? ??? ??????? ??????? ????.. ??? ??????? ???? ????
7.85192E+17,???? ????,negative,#???_??? ????? ???????? ????? ????? ????? ???? ??????? ??? ?????? ???? ???? ?? ?????
7.85236E+17,???? ????,positive,RT @Afro_black1: ??? ???? ??? ???? ???? ???? ??? ??? ?????? ???? ???? ???? ?? !!!??? ???? ???? ??? ????? ??
7.8524E+17,???? ????,negative,@Justin_Saudi ???? ????? ??? ???????????????????????????????? ?? ???? ???? ???? ???? ???? ??? ???? ?????? ????? ??? ??? ?????
7.85358E+17,???? ????,positive,RT @Mohmmd_AA: @RoyalNorah ????? ???? ???? ? ????? ????? ? ??? ????? : That should be me ????
7.85384E+17,???? ????,positive,@deenaabumariam ??? ???? ????? ??????? ???? ?????? ????? ????? ??????? ???? ???? ????
7.85463E+17,???? ????,negative,@ThatReem @Shvvmsa @porviii___ ????? ?????? ???? ???? ??? ???
7.85486E+17,???? ????,negative,????? ?? ?????? ???? ???? ??? ????? ?????? ???? ???? ??? ?????? ???????
7.85514E+17,???? ????,positive,@iishz16 ??? ? ???? ???? ??
7.85534E+17,???? ????,positive,#????_????_?????_?????  ?? ?? ??? ???? ???? ???? ???? ??? ???????????
7.85562E+17,???? ????,negative,@aselo___ ??? ?? ?? ???? ????? ??? ???????
7.85599E+17,???? ????,positive,"RT @LyricslnArabic: ?? ?? ?????? ?? ??????? ????????? ???? ??????"" - ???? ????."""
7.85728E+17,???? ????,negative,@llsooma ??? ?? ???? ???? ????
7.85772E+17,???? ????,positive,?????? ?????? ??????? ???????? ???? ???? ??? ?????? ?????? let me love u
7.858E+17,???? ????,positive,???? ?? ????? ?????? ?? ???? ???? ????? ??? ??????.
7.85854E+17,???? ????,positive,@Adnan_Jas ??? ???? ?? ??????? ?? ????? ??????? ???? ??? ???? ????
7.85868E+17,???? ????,positive,RT @AllABOUTJYJTVXQ: ???? 2013 ?? ?????? ????? ????? ???? ????? ?????? ?? ???? ??????BTV ??????? ??????? ? ??? ???? ???? ??????? ??????. ht…
7.85868E+17,???? ????,positive,????? ?????? ???? ???? !! ????? ???? ?? ??? ?? ???? ???? ????? ????? ??? ?? ????? ???? ???? ????? ???? !! Be yourse… https://t.co/SfVYsHfOYZ
7.85876E+17,???? ????,positive,??????? ???? ?????? ??? ???? ???? ??? ??? ????? ??? ???? ?????? ? ?????? ?????? ????? https://t.co/qn6PQJhJlp
7.85891E+17,???? ????,positive,??? ?????? ??????? ????? ????? ??? ???? ? ????? ?? ?????? ???? ?????? ???? ??? ?? ?? ???? ????
7.85898E+17,???? ????,positive,????? ??????? ?????? ?? ?????? ????? ???? ???? ?? ??? ?????? ????? ?????? ?? ?????? ???? ?? ????? ???? ?? ??? ????? ??
7.85917E+17,???? ????,positive,@mohanadxoxo ????? ???? ????? ???????? ???? ???? ????? ???? ???? ????
7.85933E+17,???? ????,positive,@AssalaOfficial  ??? ??? ???? ?????? 8 ????? ??????? ???? ???? ???? ??? ?????? ????? ?? ?? ????? ???? ????… https://t.co/ytVZDNe1Fx
7.85991E+17,???? ????,positive,????? ???? ???? ?? ????? ?? ????? ?? https://t.co/ScVhT7MAVU
7.85614E+17,????,positive,???? ???? ?????? ????? ?????? ?? ???? ??? ????? https://t.co/HcpbmTrloz
7.85617E+17,????,positive,RT @heshamegy1: ????? Duo ????? ???? Hangouts ?? ???? ??????? #????
7.8562E+17,????,positive,RT @Saudi_P0ll: ????? #???? ???? ??????? ???? ??????? ???? ???? ???? ?????? ????? 5G ???? ?? ?????? ??????? ? 40 ???. https://t.co/E5brY7vo…
7.85622E+17,????,negative,RT @ashraaf_alsaad: ?? ???? ?? ??? ???? ???? ??? ??? ??? ????? ????? ?? ???? ??????????? ???? ???? ??? ????? ???? ?? ?????? ????? ?????? ??…
7.85623E+17,????,positive,- ???? #???? ????? ??? ???? ?????? ????? ??? ??????? ?? https://t.co/4S4Oq4Q6DC #???? https://t.co/FFWWcSPWbu
7.85623E+17,????,negative,????? ????? ?? ???? https://t.co/kWeDxUdGAo #??????_????????? #?????_?????
7.85624E+17,????,positive,?????? ??? 3 ??????? ?? ????? ???? ?? ???? ???? ?? ??? !!https://t.co/MYWb5D3j76
7.85625E+17,????,positive,#???? ?????? ??? ???? ” MadeByGoogle ” ?? ????? ??????? ??? 20 ?????? - ???? ?????????? https://t.co/M7Wrw5LE0g… https://t.co/loCkBQGmrw
7.85627E+17,????,negative,RT @badwi: ????? ?????? ????? ???-????-???-???? ???? https://t.co/1iolOc22xc
7.85627E+17,????,positive,"??? ?????? ????? ??????? ????? ?? ???? ???? "" (????? ????? ??????? ?????????? ??? ????? LM ???? ) ??"""
7.85627E+17,????,positive,?????? ?? ???? ????? ????? ????? ???? ???? ?????? ????? ?? ?????? ??
7.85628E+17,????,positive,5 ????? ????? ???? google  ??? ???? ?? ?????? ?? ( ????? ?? ????? ?? ??????? ???????? https://t.co/AlpVsxZTEk
7.85629E+17,????,positive,RT @Moaaz_Aboshama: @A7medS69 ?? ??? ???? ?? ???? ????
7.8563E+17,????,positive,RT @aitnews: ???? ????  Faily Rider ????? #????_???? ??? ?? ?? ????? ???????? ???? #??_??_?? ?? ??? ?????? ??????#?????_?????https://t.co…
7.85964E+17,????,positive,??? ???? ?? ... ??? ???? ??? ???? ?? ???? ? website ???? ??
7.85964E+17,????,positive,RT @aitnews: ????? #???? ????? ??????? 55 ?? ???? ???? ????? ??????? ??????? ????? 50%https://t.co/1FcwVY5HXT
7.85964E+17,????,negative,RT @hentai4arab: ????? ??????? ????????? ???????? ?????? ????? ?? ??? ??????? ?????? ?????? ??????? ????? ?????????? ?????? ????https://t…
7.85965E+17,????,positive,RT @iDhmi: #??????_?????? | ????? ?????? ??????? ?? ???? ???? ??????? ???????? ??? ??????????????https://t.co/5f5ejyn83v???????https://t.c…
7.85967E+17,????,positive,Liked on YouTube: ?????? ?? 8 ???????? ???? | ???? ????? ??? | ???? ??????? ??? | #????_?? 103 https://t.co/d5yzOq2Ykc
7.85969E+17,????,positive,??? ???? ???? ???? ????? ?? ????? ?????? ?????? ?????? ????? ????? ????? ????? ????? ?????? ??? ???? ??? ??????? ????? ???? ????? #????_????
7.85971E+17,????,positive,RT @general_shadi: ??? ??? ??????? ??????? #AMP ??? ????? ??? #???? ???? ???#???????_???????https://t.co/EVcrOVsWYQ https://t.co/zRgAc3…
7.85975E+17,????,negative,"???? ???????? : ???? ??????? ???? ????"" ????? ?? ???? ???? https://t.co/zhisqoVtV9 via @YouTube #google #????"""
7.85977E+17,????,negative,@x_28x ??????? ???? ????? ?????? ?? ???? https://t.co/g0e1uIFxpj
7.85977E+17,????,negative,??? ???? ??????? ??? ????? ? ???? ????? ??? ???? ??? ??????? ? ??????? ???? ????? ??????? ???? https://t.co/qV0mOLQqvZ
7.85978E+17,????,positive,??? ???? ???? ????? ????? ??? ??????? ???? ???? ????? ?? ???? ??? ????? ?? ?????? ????????
7.85978E+17,????,positive,@qrizdi ??? ??? ??????? ????????? ???? ?? ?????
7.8598E+17,????,positive,??? ??#???? https://t.co/x1zDUSXyxh
7.85982E+17,????,positive,???? ???? ?????????? ?? ????? ??????? ?????? https://t.co/CQSCEjbx5y
7.85985E+17,????,negative,???? ???? ???? ??? ?? ?? ???? ??????? ?? ????????? .. ??? ????? ????? ?? ?? ???? ?????????? layout ??? ??????? ??? ??? ????? ?? ???? !!
7.85985E+17,????,positive,@HebaAssem95 ?? ???? ??? ??? ??????
7.85985E+17,????,negative,RT @Hadyyymr: ??????? ???? ???????? ???? ????
7.85988E+17,????,positive,RT @NabdApp: ???? ????? ????? ??? ??? ???? ????????? ???? 2015!??? ??????? ???? https://t.co/DXEMVwagb5 https://t.co/d1L2PGJp3r
7.85988E+17,????,negative,#????_?????? ??? ???? ?? ????? ??? ???? ????? ???? ???? ??? ?? ???? ????????? ????? ????  ???? ???? ???? ????  ????? ????  ???? ?????
7.85988E+17,????,positive,@MSY991 @BuHumaid10 ???? ?? ????? ???? ?????? ???? ?? ??????? ????? ???? ????? ????? ?? ??????? ????
7.85988E+17,????,positive,???? ??? ??? ?????? #????_???? ?????? #Pixelhttps://t.co/9wDKP8SErG https://t.co/KdWN3gMZcF
7.8599E+17,????,negative,RT @general_shadi: #???? : ????? ?? #????_????? ?????? ????? ?????? ??????? ???????#AdSense#???????_???????https://t.co/lJTg14QjlM http…
7.8599E+17,????,positive,??? ????? ?????? ??? ?????? ????? ??street view ???? ???? ??? ??? ????? ?? ???? ???? ? ???? ???? ?? ???? ?????? ????? ?? ?? ??????? ????????
7.85991E+17,????,positive,?????? ???? ???? ???? ??? ??????? ????? ????? ??? ????? ????? ?? ?????https://t.co/7OHiJ7SzLQ
7.85992E+17,????,positive,«????????????» ?????? ????? ?? «????? ??? ????????» ??? «????»https://t.co/IE9ICYrcPx https://t.co/tO2zhzdK0s
7.85993E+17,????,positive,???? ???? ????? ????? ????? ???? ????? ??? ????? ??????? 7.1 https://t.co/1l4KqNjO8D https://t.co/a5HTWpoiUH
7.8563E+17,???,negative,??? ?????? ????: ????? ????? ???? ???: ???? ????? ???? ?? ‘???????’ ??? https://t.co/mNFUsKJjVJ
7.8563E+17,???,negative,"RT @MohamadAlarefe: ?? ??? ?? #????? ?????? ??? #??? ???? ?? ????? ???????? ????? ????? ?????.????? ???? ???? ????????? ??? ???? ??????…"
7.8563E+17,???,negative,"RT @yasmen_alhaj: #????  ?????? ?? ?? ??????? ??????? ?????? ????? ???? ????? ????? ???? ?? ????? ?? ???? ????? ????? #??? ????????.  https…"
7.8563E+17,???,negative,@UNRadioArabic ????? ?????? ? ????? ????? #??? #????? #Aleppo #HolocaustAleppo #Syria https://t.co/3E5sVFZfbO
7.8563E+17,???,negative,RT @ALAMAWI: ??? #??? ???? ?????? ?????? #????? ? #?????????? ?? ?????? ?? ?? ?????? ??????. https://t.co/73Momy2A4W
7.85631E+17,???,negative,RT @Qwt_Alrad3: ????? ?? ???? #??? ????? ???????? ????? #?????? https://t.co/I14yRPPtaO
7.85631E+17,???,positive,RT @ahlalsunna2: #????? :????? ?????? ???? ????? ??? ??? ??????? ?????? ??? ????? ????? ???? ??? ??????? ??? ????? ?? ????? ????
7.85991E+17,???,negative,RT @HadiAlabdallah: ???? ??? ???????? @AleppoAMC ???? ????? ???? ???? ??? ?????? ?? ?? ?????? ???? ??? ??????? ??????? ??????? ???? ???????…
7.85991E+17,???,positive,RT @Msw_13: ?????? ???? #????_????_???????? #????_???_????_??_???_???? #?????_??_????_??? #?????_?????_??????_???????  #?????_???????#??…
7.85992E+17,???,negative,RT @TheArabHash: ????? ??? ???? ?????? ???? ?????? ?????? ?? ????? #??? ????? ??? ??????? ?????? ??????? ?????? ... https://t.co/1CA1867H54
7.85992E+17,???,negative,#????_?????_??????? ????? ?????? ????? ??????? ??????? ??? ????? #??? ???? ?????????? ???? ???? ??????? https://t.co/JHhjktp7qu
7.85992E+17,???,negative,RT @HadiAlabdallah: ??? ????? ?????? ???? ?????? ?????? ?????? ??? ??????? ??????? ?? #??? ..????? .. ????? .. ????? .. ???? ?????? ?????…
7.85992E+17,???,positive,@BassamJaara ?? ??????? ???? ??? ???
7.85992E+17,???,negative,RT @aboalhodaalhoms: ???? ????? ?? ???? ?????? ????? ????? ?????? ??? ?? ????? ????? ?? ????? ??? ???? ??????? ?? ???? ? ????? https://t.c…
7.85992E+17,???,negative,RT @BassamJaara: ????? ??????? ????????? ???? ?????? .. ?????? ??? ?? ?? ???????? ??? ???? ???????? ??? ???? ?????? ???? ?????? ?? ????? ??…
7.85992E+17,???,negative,RT @twasulnews: ?? ????.. ??? ?? ???? ?? «???» https://t.co/uYUcn1pYMf #??? #????? https://t.co/SzsFXPzIGB
7.85992E+17,???,negative,RT @TRTalarabiya: ????? ??????? ?? #???_???? ???? ??? ????? #??? ??????? ????? ???? ?????? https://t.co/8YFsohWDNU
7.85992E+17,???,negative,RT @sharif_hijazi: ?????? ??? ?? ????? ????? .. #????_?????
7.85993E+17,???,positive,RT @BassamJaara: ??? ?? ???? ?????? ?? ???????? ??????? ???? ??? ??? ??? ?????? ??????
7.85993E+17,???,negative,RT @abo_naasseerr: #???_?????_?????#????_????_?????#????_?????  ??????? ?????? ????? ????? ?? ????? ????? ??? ???? ???????? ?? ???? ??…
7.85993E+17,???,negative,RT @MohAlkhatieb: ????? ????? ??? ????? #??? ????????? ?? ???? ?? ?? ????? ??? ?? ??????
7.85993E+17,???,negative,"???? ??? || ???? ???? ????? ???? ??????? ?????? ? ????? ????? ???? ???? ??  ??????? "" ? ??? ???????"""
7.85993E+17,???,negative,RT @QablQalel: ?????.. ???? ?? ?????? ?? #??? ???? ??????? ?????? ???????.. .#????? #Syria #????? https://t.co/bIRcyeyY6e
7.85993E+17,???,negative,RT @hafssalshamy: ??????? ?? #35_???? ???? ????????? ????? #9_?????? ?????? ???????????? #????? ??????? #???????? ???:(????? ????? _ ??…
7.8563E+17,????,negative,RT @ALAMAWI: #???????????? ???? ????? ??? ???? #???? ?????? ?? ????????? ?????? ?????? ?? ?????? ????? ????? ?????? ?? ?????? ?????? ?????…
7.8563E+17,????,negative,RT @nadia_almobark: ?????? ??????? ?? ???? ???? ???? ??? ?? ????? ??????? ??? ???? ???????? ????????? ??????? https://t.co/ywRSeVdk1i
7.8563E+17,????,negative,RT @asil_asilo: ?????? ??????? ????? ???? ????? ????????.. ????? ?? ???? ????? ?????
7.8563E+17,????,negative,RT @alsrkhyalhasany: #??????_????_???_????????????? ????? ??????? ???? ???? ??????????????? ?? ??? (????????? ?? ??? ????? ??? ?? ??? ???…
7.8563E+17,????,negative,RT @moujahedalsham: ????? ?????? ?? ??? #???????? ?? #???_?????? ??? ????? ?? ??? ????? ?? ??????? ??? ???? ????? ??? ??? #???? ?????? ????…
7.8563E+17,????,negative,RT @alsrkhyalhasany: #??????_????_????_??????????????? ?????? ?????? ?? ????? ??? ????????????? ?? ??? #?????????_??_???_?????_???_??_???…
7.8563E+17,????,negative,RT @Badr_iq: - ??? ?? ?? ?????? ???- ??? ?? ?????? ???? ????????? ???- ??? ?? ????? ????? ????????? ?????????? ???- ??? ?? ????? ?????…
7.8563E+17,????,negative,RT @sharif_hijazi: ???????? ???? ??? ??? ????? ?? ???? ???? ?? ???? ??? ???? ?? ???? ??? ???
7.85631E+17,????,negative,"????? ?????? ??????? ?? ????"" ??????? ??????? ?????? ????... https://t.co/zZldRn3Ywm"""
7.85631E+17,????,negative,????? ???????? ?????? ?? ???? ?????? ??? ???????? ???? ??????? ???? ???? ???? ??????? ??? ?????? ????????? ??????… https://t.co/r5cqPXDpNn
7.85631E+17,????,negative,RT @24News__: ????? ????? ??? ???? ?????: ?? ???? ?? ?????? ?? #????? ??? ?????? ??? ????????? ????????? . #???? #?????? #??? ????? #?????…
7.85631E+17,????,negative,"RT @HA_alshami05: ????? ?? #???????_?????? : ?????? ??? ?????? ??? ??????? ???????? ????????? ?????? ?????? #???? ????? ??? ?????????????…"""
7.85631E+17,????,negative,RT @HUN_0_TER: @Counselkremlin ?????? #?????????????? ????? :???? ??? ???? ?????? ???? https://t.co/Gx2lgHyVA5
7.85631E+17,????,negative,RT @naji1290: #????? ?? ???? #????? ????? ????? ???????? ????? ????? ??????? #?????_????_????_?????? https://t.co/5b0vTsD9TG
7.85631E+17,????,negative,"@ibn_alarb ????? ????? ?????? ???? ???? ??? ???? ????? ???? ????? ?????? ?????"" ?? ???? ???? ????? ???????? ?????? ??????? ????? ????? ."""
7.85631E+17,????,negative,@sawabcenter ???? ?????? ???? ???? ?????? ?????? ?? ??? ?????? ??? ????? ????? ???????? ????? ?? ?????  ??????? ??
7.85631E+17,????,negative,RT @ahlalsunna2: #????? :????? ?????? ???? ????? ??? ??? ??????? ?????? ??? ????? ????? ???? ??? ??????? ??? ????? ?? ????? ????
7.85631E+17,????,negative,@M_A_alamer @alrowishan11 ????? ???? ?????? ????????? ???? ?????? ??? ???? ???????????? ?????? ???? ??????? ????? ????? ??? ?????? ????????
7.85631E+17,????,negative,RT @M__albugaily: ??????? ???? ??????? ???? ????? ???? ?? ????? ??? ??? ?? ???? ???? ??? ?????? ??? ???? ?? ??? ???? ????? ??????? ???? ???…
7.85631E+17,????,negative,????? #????  ???? ?????? ??????? ?? ??? ????? ????????? ???? ????? ?????? ??? ??????? ????  https://t.co/aAbP8NRL7T ^
7.8599E+17,????,negative,"RT @alabbadiyasser: ???? ??? ???? ?????? ???? ?????? ??? ????? #??????? ?????? ???????? ????? ??? ????? #???? ?? ?????? ??? #????? ?????.…"
7.8599E+17,????,negative,RT @hanyn1212: ???????????? ????? ?????? ???????? ???? ?????? ??????? ??????? ?? ?????????? ???? ??? ????? ??? ???? ???? #????? https://…
7.8599E+17,????,negative,RT @NawalAbdulkarim: ???? ???? ????? ?? ?????? ?????? ?????? ??????? ?????? ?????? ??????? #erdogan_is_isis
7.8599E+17,????,negative,?????? ??????? ???? ????? ??? ??????? ?? ????? ????  ????? #??????  https://t.co/e2AkVg9QYi :
7.8599E+17,????,negative,RT @RTarabic: #????? ???? ?? #??????_??????? ???? ??? #???????? ? #??? ???? #????https://t.co/5mPJrXSvhO https://t.co/hXzirZab0r
7.8599E+17,????,negative,??????? ?????? ?? ????? ???? ?? ?????? ?????? ?????? ???? ???? ????????? ??? ?????? ???? ?????? ?? ??????? ???????… https://t.co/fDajtY1K7F
7.8599E+17,????,negative,?????: ???? ???? ???? ??????? ??????? ???????? . - https://t.co/jtqHFjZHuI https://t.co/zEiLbD8odP
7.8599E+17,????,negative,"RT @Abukalal: ????? #??????? ????? ??? ??? ??????? ?????? ??? ????? ?? ??? ????? #???? ???? ???? ?? ? ??????? #????? ????? ??? ???? ????"
7.8599E+17,????,negative,???? ???? ?? #??????? .. ??? ???? ?????#??????_?????#?????????????#???_????? #???? #???????_?????? https://t.co/P5KWSRqqoU
7.8599E+17,????,negative,??????? ????????? ???????? ??????? ????? ?????? ???????? ?? ????  #?????_???????  https://t.co/tZwsrvYjcF )
7.85991E+17,????,negative,RT @saudi_sniper1: #???? ???? ??? ????? ?????#?????
7.85991E+17,????,negative,????? #??????  ????? #???  ????? ???? ???? ???? ????? ????  https://t.co/psmIesnVjY `
7.85991E+17,????,negative,@alnassar_kw ??????? ???? ???? ..
7.85991E+17,????,negative,"RT @IQsunni: ????? ????? ???? ??? ?????? ????? ????? ?? ??????? ?? ????"" https://t.co/7X6FCa1A5T"""
7.85991E+17,????,negative,RT @yz26FtZNIY2MNVH: ??????? ???????? # ?????? ????? ???? ??? ????? ??? ???? ??? ???? ?????? ???? ??????  ???? ?? ???? # ????? # https://t.…
7.85991E+17,????,negative,https://t.co/xmUOkhBEcr ???? ????? ????? ???????? ?????? 210?? ???? ???? ??????? ?????. ????? 4?? ?????? ???? ??????? Ramzi Allouchi ??
7.85991E+17,????,negative,@211Isis @TrG___1M ??? ????? ??????? ???? ?????. ????? ???? ????? ????? ??????? ? #???? ???????? ?????. ??? ???? ?? ???? ????? ???? ????????
7.85991E+17,????,negative,@Aoo_bb @Theahmed18tThe ????? ???? ???? ?????? ??? ???? ????
7.85991E+17,????,negative,RT @adel_gasm: ???? ???? ??  49 ????? ?? ???????? ??????? ?? ?????? ?? ???? ?????? ???? ???? ????? ?????  ????? ???? ????????#erdogan_is_i…
7.85991E+17,????,negative,@AJArabic ????. https://t.co/Itd6uMtzDj
7.85991E+17,????,negative,@Dr_4_you @AnayGaber @BBCArabic ???????? ???? ????? ???? ?????? ???? ????? ??????? ???? ?????? ???? ????? ?????? ????? ??? ??????? ??????
7.85991E+17,????,negative,?????? ???????? ???? 15 ??????? ?? ???? ??? ???? ????  ????? #?????  https://t.co/4KRlesKljd :
7.85991E+17,????,negative,@hjajeh57 ???? ???? !!???? ??? ????? ?? ???????!!???? ???? ?? ??????!!?? ????? ?????? ?? ???????? ????? ???? ???? ?? ??? ???? ??????!
7.85991E+17,????,negative,@asumeri_313 ??? ????? ?? ????
7.85991E+17,????,negative,RT @yemenStreetnews: ???? ?? ?????? ??? ????? ??????? ??????? ????? ????? ??????? ????????? ..?????? ??? ??? ????? ??? ????? ????? ??????? .
7.85991E+17,????,negative,RT @_sara_iq: ???? ?? ??? ???? ?????? ??? ???? ??? ? ??? ???? ???? https://t.co/G4YtF4oPib
7.85991E+17,????,negative,"RT @ALSH3RAN: ??? ?????: ?????? ??????? ?? #?????? ???? ???? ?? ??????? ?????? ?? #???? ? ? ?????? ???? ?? ????? ?? ??? ???????? ????????."
7.85991E+17,????,negative,RT @ahmedlawyer90: ???? ???? #??????_??????? ????? ?? ???? ????? ?????? #??????  ?????? ??? ???? ??? ????? #?????_??????#??????? #???????…
7.85991E+17,????,negative,RT @safa_tv: ???? #?????? ?? #????? ???? ??????? :???? #?????_?????? ???? #???????? #?????????????? ?? ???? ?????? ?? #?????_??????????…
7.85991E+17,????,negative,@amer_alkubaisi @ghazwanaljassem ???? ??????? ??????????? ??????? ?????? ?? ???? ??????? ?? ???? ?? ??? ?? ???? ?… https://t.co/TFDYIjWXqG
7.85991E+17,????,negative,@shahd_hussaini ???? ???? ???? ?? ??? ???? ????? ???? ?? ????? ????? ?????? ?????? ??? ???? ???? ??? ?????? ??? ???? ??? ???? ???? ???????
7.85991E+17,????,negative,RT @Aboshehab_q8: ?? ???? ????? ??? ????? ?????? ?????? ????? ?????? ??????? ???? ??? ???? ?????? ?????? (?) ???? ??????? ???? ?? ?????? #?…
7.85991E+17,????,negative,RT @yousefalawnah: ????? ???? ???? ???? ???? ???????!???? ????? ????? ???? ??? ???? ??????? ?????!???? ??? ?... https://t.co/al447Ukua1
7.85991E+17,????,negative,RT @Bani_Omaia: ?? ???? ????? ????????? ???? ????? #??? ? #?????? ??? ??????? ??????? ?????? ?????? ??? ????? ????? ?? ???? ???????? ????…
7.85991E+17,????,negative,RT @Almogaz: ??????? #????????| #??????_???????: #??? ???? #???? ???? ??? ????????https://t.co/FkvNpiDvji https://t.co/Or6D7VSrx8
7.85991E+17,????,negative,@rterdogan_ar ?? ???? ???? ???????? ??? ?? ???? ?? ???? ?? ?????? ??? ?? ??? ???. https://t.co/6xSg1wmuyf
7.85991E+17,????,negative,RT @iraqitweet: ??? ??? ????? ?? ??????? ????? ????? ??????? ?????????? ????? ???? ?????? ??????? ????? ??? ????? #?????? ?? ?????? ????…
7.85991E+17,????,negative,RT @Ym_HA_Tu30_11: ?????? ????? ???????? ????? #?????_??????_?????? ????? ????#??????? #???_???? ? #????_??????? ????? ????? ???? https…
7.85991E+17,????,negative,????????? ?????????? :: ???????? ???? ?????? ????? ?????? ?????? ??????? ??? ???????? ???? ?????? ???? ?? ?????... https://t.co/WIiMErmgbo
7.85992E+17,????,negative,RT @meshaluk: ?????? ?????? ???? ??????? ???? ?????? ???? ??? ?? ????? ???? ????? ?????? ???? ???????? ??????? ?? ????? ? https://t.co/UF…
7.85992E+17,????,negative,@MtoterG ???????? ?? ???? ???????????? ?????? ?????.??????? ??? ??? ???? ??? ??? ??????????? ???? ???? ????? ?? ?????? ???? ???? ??
7.85992E+17,????,negative,@TrG___1M @211Isis ??? ?????? ?? ????? #???? ????? ??? ????? ?????? ??? ?????. ?????
7.85992E+17,????,negative,RT @AbuAltahish6: @hrw_ar @aboaqil2010 ?????? ?? ????? ??????? .???????? ?????? ???? ???? ???? ?? ???? ???? ???????? ???????? ?????? ????…
7.85992E+17,????,negative,@altaei2008 @jood_cat @1sho ??? ?? ????? ????? ??? ??? ???? ???? ?? ?????? ??? ???? ?????
7.85992E+17,????,negative,@FJParty_Alex ????? ???? ?? ????? ??????? ?????? ?? ???? ???? ?? ??? ?? ????? ???? https://t.co/Lhx1lFzjQH
7.85992E+17,????,negative,RT @mutlak_22: ????? ????? ????? ??? ????? ..???? ????? ??????? ..?????? ????? ????...???? ?????? ????? ????? ?????
7.85992E+17,????,negative,???? ?? ????? ????? ???????? ?? ????? ?????? ?? ????  ????? #?????  https://t.co/aWmdpOXcJy ;
7.85992E+17,????,negative,RT @zaidbenjamin: ??? ??????: ?????? ???? ??? ????? ???? ????? ??? ????? ???????? ?? ???? ???? ???? ????? ???? ??????? ????? ???????? ?? ??…
7.85992E+17,????,negative,RT @kingksayemen: ????? ????? ??????? ???????? ?? ??????? ???????? ??????? ?? ????? ??? ???? ???? ?????????? ???? ???? ????? ?????????? ?…
7.85992E+17,????,negative,#????_???????  ?????? ???????? ???? ??????? ??????? ???? ????? ???? ?????? ??????? https://t.co/cvgdVBlMyO `
7.85992E+17,????,negative,@211Isis @TrG___1M ?? ??? ????? ????? ??????? ??? ???? ????? #?????
7.85992E+17,????,negative,????????: ??????? ?????? ?????? ???? ??? ????????? ??«????» https://t.co/KKUDLwbrWE
7.85992E+17,????,negative,????? #?????  ?????: ????? ?????? ???? ????? ????? https://t.co/R1TWwTyKCE `
7.85992E+17,????,negative,?????: ????? ?????? ???? ????? ?????  ????? #?????  https://t.co/6JLSJqsG9V  :
7.85992E+17,????,negative,RT @saadalbreik: ?????#????? ???? ???? ????? ??????? ?? ????? ????? ???????  ????? ????? ????? ??????? ?????USA????? ???? ?????? https://…
7.85992E+17,????,negative,RT @shaimaa_mandour: @Alaasaadyounis @Aliaasaadyounis ?? ??? ???? ??????? ??????? ... ?????? ??? ???? ???? ?? ???? ??????? ????? ??? ?? ???…
7.85992E+17,????,negative,@Rafic_Naja ???? ?? ?? ?????? ????? ????? ???? ???? ???? ?????? ????? ??????
7.85992E+17,????,negative,"@1_____sarah @sleepingwolfe @mansour_y @hussien19962 ????? ??? ????? ???? ?????? ???????? ???? ?????? ??????? ??? ????? ???????? ??????"
7.85992E+17,????,negative,#????_???_??? ??? ?????? ??????  ??? ???? ???????????????? ????? ?????? ????????? ????? ?? ????? ???? ???????… https://t.co/4V9Cl0QquE
7.85992E+17,????,negative,RT @KwitQ8: #????? #???????? #?????? ????? ??? ?????? ???? ????? ?????? ???? ????? ?????? ?? #??????????? #???? ????????  https://t.co/e…
7.85993E+17,????,negative,????? ?? ???? ?? ????? ??? ?????? https://t.co/LSmE7eybEU
7.85993E+17,????,negative,@rterdogan_ar ?? ???? ?? ??? ?? ???? ????? ????????.????
7.85993E+17,????,negative,@A_ALTIMYAT @hewedy_mohamed ?? ??? ?????? ????? ??? ???????? ???????? ?? ??????? ?????????? ???? ??? ????? ?????? ?? ???? ????
7.85993E+17,????,negative,????? ??????? ?????? ?????? ????????? ???? ????? ??? ?? ????  ????? #?????  https://t.co/k71rMt2DFs  '
7.85993E+17,????,negative,????? #??????  ????? #?????  ????? ???? ???? ??????? ?? ???? ??? ??????? ?? ???? https://t.co/bNzSWn0Kt5 ~
7.85993E+17,????,negative,????? #???  ????? #?????  ??? ????? ???????? ???? ?????? ?????? ?? ????? ???? https://t.co/E5JXRdSle0 _
7.85993E+17,????,negative,?? ????.???? https://t.co/vTc7r0VyIH
7.85993E+17,????,negative,"@YmnNow ?? ?? ???? ???? ??? ???????? ???????? ?????"
