,tweet,sarcasm,sentiment,dialect
4577,السيسيرءيسي2014 التصريحات الاخيره لحامدين صباحيي تاكدت كاءن بشري عادي كاءن فضاءي وسيعودلهيءته الفضاءيه يوما,True,NEG,msa
4578,الرءيس الروسيفلاديمير بوتين يشرح انشا اوباما داعش,False,NEG,msa
4579,رءيسه وزراء بريطانيا عجوز وفوق مءقته يت الخليج هاجمت ايران طلعت بجم بمليون😂😂😂😂,False,POS,gulf
4580,الولاياتالمتحده🇺🇸 ترامب يعين ماتيس وزيرا للدفاع ويتعهد بتوحيد الولاياتالمتحده جديد,False,NEU,msa
4581,منيسيف للمحاكمات العسكريه للجواسيس اللي بيتعاونوا اسراءيل تويتكانكناشطايامحرباكتوبر,True,NEG,egypt
4582,ياسين السويحه عوده الحدود وسياساتها مركز النقاش السياسي الغرب الولاياتالمتحده دونالدترامب,False,NEU,msa
4583,اسقاطالولايهمطلبشعبي تمسح مءخرته طفل وتبدل حفاضته بالامس ولي امرها ومدبر شءونها,True,NEG,msa
4584,للمحافظه جمال شعرك ينصح بغسل الشعر مره واحده الاستحمام وتخفيف الشامبو بالماء وضعه الشعر ريالمدريد,False,NEU,msa
4585,الحمدالله نعمه الاسلاموهذي الطفله يعلمونها اهلها حسين حسين قوله تعالي يهن الله فما,False,POS,msa
4586,طيب الاكل بقي فاحشه يا ريت عمرواديب يفسرلنا ازاي لميسالحديدي حمله جمالمبارك واقف برنامجه,True,NEG,egypt
4587,Fantastic Beastsسلسله جديده prequel لسلسله هاري بوتر هتبقا 3 اجزاءاللي بيحب هاري بوتر حد مهتم ممكن,False,NEU,egypt
4588,استمرار الحراك الطلابي جامعهالمنصوره مفيشعساكريحكمونا,False,NEG,egypt
4589,زاءد18 منذر فءاد يكتب كيري يحاول انقاذ الانقلاب اليمنكيري اليمن الحوثيين,False,NEU,egypt
4590,يولد الانسان مرتين الاولي يخرج بطن امه والثانيه يخرج 2020 قيد الحياه,True,POS,msa
4591,مصادره فيلم حلاوه روح منع سماالمصري الغناء متي يرفع مسءولوا الدوله الوصايه الشعب لاللسلطويه,False,NEG,msa
4592,سيسقط سيسي عندم يدرك العبد لايوجد شء يخاف يخسرهسيضحي بحياته للنجاه لكي يسقط مسببالكارثه القاعسينسي معناته ويتلذذ بذلك,False,NEG,msa
4593,الجيش الليبي يعثر مستندات وثاءق بمنطقه قنفوده تثبت تورط مصراته لدعم داعش بنغازي LIBYA,False,NEU,msa
4594,مندوبه واشنطن الاممالمتحده تضع قاءمه عار لنظام الاسد,False,NEG,msa
4595,تحيه لزعيمه ثوره توكل كرمان 11فبرايراليومالمشءوم قاده اﻻصﻻح والمشترك والحوثيبن وحققت اهدافها ونجاح مهمتها فلها الفضل,False,POS,msa
4596,ومازال الاستاذ جمال عيد حتي ولاكثر ‏14‏ ساعه مابين قسم عابدين ونيابه عابدين سبب واضح التكدير والارهاب,False,NEG,msa
4597,الخير يا يمن اللهم اني اعوذ بك جهد البلاء ودرك الشقاء وسوء القضاء وشماته الاعداء وغدر المرتزقه وخيانه الاصلاح حفظ الله اليمن,False,NEU,msa
4598,بلد الاسلام هءلاء يدعون الاخلاق 1400 سنه الارض اختارها الله لينشر تعاليمه السعوديه اعتداءعليعاملم,True,NEG,msa
4599,اوباما لابنتيه عليكما مواجههالعنصريه واشنطن السعوديه الشرق,False,NEU,msa
4600,الولاياتالمتحده 🇺🇸 عاجل ترامب يختار الجنرال المتقاعد جيمس ماتيس وزيرا للدفاع,False,NEU,msa
4601,انتم هكذا ايها الشعب الروسي مجرمون اجرام بوتن ام انكم شعب,True,NEG,levant
4602,انا الحين حايمه تسبدي يصير اختلاط ماني بدارسه ابدا زينهم وشهاداتهم اخرتها بالزباله ماذالوالمدارسمختلطه,True,NEG,gulf
4603,اه يا مدرسين عايزين الحرقايه الفكره المدرس بيبقي فاكر معني مدرس يتنك الطلبه ويذلهموهو مقشف يسوي القدر,True,NEG,msa
4604,شاهد اخر كلام لماذا مليونيه الجمعه 8 والد شهداء,False,NEU,msa
4605,ههههههه اليمين المتطرف احسن الاجنبي بعدين كندا استراليا كلها ايمقرنتس مافي كاشخ,False,NEG,gulf
4606,الاهليضمكدوووريالمحترررفينالله كريم cDMXN,False,POS,msa
4607,الداعشي اوردوكان قادمون لنسحق راسك سحقنا راس داعش وال سعود والارض تشهد للرجال طريق سكايب,True,NEG,msa
4608,ترا متابع سنابه ادري بانه طلع بيونسيه جولتها ادري دونت ميند جاب الريكرد الكنتري اقصد شخصيته,False,NEU,gulf
4609,واشنطن تتهم 12 ضابطا سوريا بالضلوع هجمات المدنيينفقط كلاب الروافض خارج النطاق,False,NEU,msa
4610,حفيد السلطان عبدالحميد مرشح للبرلمان التركي القادم بشعار رابعه تحيه لك مرسيرءيسي تركيا كلناقطر,False,NEU,msa
4611,‏مبارك عليكم الشهر ‏رمضانكريم‏,False,POS,msa
4612,اساويك بروحي احس روحي قليله 💙,False,POS,levant
4613,اردوغان جريمه اكرام بوتين وتطوير وتعزيز العلاقه يقارن بذنب السيسي بتصويت قيمه,False,NEG,msa
4614,وحشششني😭,False,POS,msa
4615,قناهالمنار قوات حزب الله تنفذ اعدامات بحق المدنين السوريين النازحين حلبالشرقيه سوريا,False,NEG,msa
4616,الامين العام لحلف الناتو الحلف يحافظ فرص الحوار السياسي روسيا اسالاكثر,False,NEU,msa
4617,المعتصمون داخل مسجد الفتح يستخدمون طفايات الحريق ويتهمون الجيش باطلاق قنابل الغاز عليهم السادهالمحترمون,False,NEG,msa
4618,جوجل ستفتتح متجر MadeByGoogle مدينه نيويورك 20 اكتوبر علوم وتكنولوجيا,False,NEU,msa
4619,انا جالس اتخيل مواطن يقول هالجمله لكل موظف داءره حكوميه والله الساعه جتني هديه خالتي فاطمه جد فله,True,NEG,gulf
4620,اوباما وحصاده تغطيه للجزيره نت اقتراب الولايه الثانيه للرءيس الاميركي باراك اوباما نهايتها,False,NEU,msa
4621,الجو حلو وانت احلا الجووشلون خالط الجو صوتكفي ذمتي شي الكون يحلو اطلع وشف يشبهك يفوتك,False,POS,msa
4622,تحرك حتي اتجاه الاعلام توجهو الرساءل وساءل الاعلام الغربي,False,NEG,msa
4623,سلام لارض خلقت للسلام وما رات يوما سلام نابلسفلسطين,False,NEG,msa
4624,SuperMarioRunحسافه اني تحمست,False,NEU,levant
4625,ال BlackFriday الشهر الجايشفراتابدالنتسقطامازونثقه الله مش هنولعها معناش فلوس,True,NEU,egypt
4626,جاستامارتن ويلز خبير انتاج الافلام تزوير مقاطع الارهاب ويكشف اسرار مهمته للصنداي تايمزUSAوخدمه داعش برعايه,False,NEG,msa
4627,المجتمعالدوليبينالصمتوالخذلاناللهم عجل لاخواننا حلب بفرج عندك اللهم امين يارب العالمين,False,NEU,msa
4628,اخلاء سبيل سماالمصري وتغريمها 20 قضيه بث قناه فلول,False,NEU,msa
4629,عادلعليبنعليسعوديينيحبونك1 عشان الصوره ذي ايفون,False,POS,gulf
4630,2 عندي حق اخلاقنا اخلاقهم,False,NEU,msa
4631,الحلقه 209 حل مشكله عمل الويفي Wifi الترقيه ويندوز 10,False,NEU,msa
4632,بغض النظر نتيجه الاستفتاء سيظل الدستور شرعي لانه خرج لجنه تاسيسيه باطله تحصينها باعلان دستوري باطل يسقط دستور المرشد,False,NEG,msa
4633,رغم الخلايجه بيقولو بريكينغ انستقرام غوغل بس اكتر ناس بيكونو مغطيين المسلسلات معلوماتهم حاضره عاملين لجان شعبيه لوالتر وايت,False,POS,egypt
4634,اعذب مفردات الحياه واجملها اعطاء العذر لغياب البعض لان سيد البشر تحدث التماس العذر صلوات الله,False,POS,msa
4635,ميسي,False,NEU,msa
4636,١٠شاره بوكيمون😍,False,POS,egypt
4637,الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبني نصب تذكاري رابعه بعشرين مش حاسين بالناس,True,NEG,egypt
4638,كاسترواستهلك 10 رءساء امريكيين,False,NEU,msa
4639,جزاءر فلسطين جزاءسطينرحلتي الجزاءر سنه بالظبط وبعدها وراح يضل حب هالبلد العظيم وشعبه بكبر,False,POS,levant
4640,روجر فيدرر اعظم لاعب تنس التاريخ لاشك اسباب تميزه اخلاقه روجر 5 يعطي درسا,False,POS,msa
4641,احمد الشيخ🙈 احتفظيااهليبالصداره,False,POS,msa
4642,بادافع عني شخصيا عميل وخاءن وجاسوس وتسبب تشويه سمعتي كثير المصريين شفتي ازاي,True,NEG,egypt
4643,ساءق يتسبب بسقوط مركبته النهر بعدماضغط دواسهالوقود الفرامل احدالشوارع الصين صحيفهالاتحاد,False,NEU,msa
4644,جعجع التقي الحريري بيت الوسط,False,NEU,msa
4645,رماد كاسترو يصل سانتا كلارا ليتوقف بالقرب ضريح جيفارا,False,NEU,egypt
4646,تنفيذ مجازر قي حلب واشنطن تحذر دمشق موسكو قصفحلب حلبتحترق Aleppo,False,NEG,msa
4647,منالعالم الفهد المرقط يبلغ العمر 30 يعيش حديقه حيوان تشنغدو الصين رغم الملل يعتريه,False,NEU,msa
4648,سيسي وتبقي يالخمامه سيسيو قيمه ركوبك بالدراهم تدفع عاهر سياسه باطل التاسيسيترفع لمن يدفع بك منفع الس,True,NEG,egypt
4649,بالصور مشاجره اثناء حضور عادلامام عزاء محمودعبدالعزيز مشاهير,False,NEU,msa
4650,وش تحليله ياجيداء هذي امور بالتاريخ الاسلام وبعد الاسلام فلسفتك مو بمحلها,False,NEG,levant
4651,الاهليضمكدوووريالمحترررفينيولد الانسان حراNbAxJ,False,POS,msa
4652,اليمنيه المليشيات تسعي لطمس المعالم الثوريه الاماكن العامه,False,NEG,msa
4653,فليقل خيرا ليصمتالمصالحهالخليجيه,False,NEG,msa
4654,اللهم اجعله غيثا نافعا وارحم الشهداء وارفع بلادنا البلاء يارافع السماء 👐بنغازي,False,NEU,msa
4655,مرسي سيسي,False,NEU,egypt
4656,اخر مره صارت فزعه رجال انتجوا جبهه النصره داعش هكذا تورد الابل,True,NEG,msa
4657,ايران دوله تصنع الارهاب تخدم مصالح اسراءيل الاستراتيجيه تءجج الاصطفاف الطاءفي,False,NEG,msa
4658,دويسان يدافع الامارات الاخوان ليش تدافع البحرين اللي خبرك الاقدار,False,NEG,msa
4659,شذا يمه,False,POS,msa
4660,وكالهرويترز احمدشفيق مرشح لالرءاسه بامر ابنزايد والاماراتبعد الرجوع اطولعمره,False,NEU,msa
4661,الناتو ضباط اتراك طلبوا اللجوء بلدان تنتمي الحلف,False,NEU,msa
4662,حل مشكله اعاده ضبط Apple ID وكلمه السر ios10problems,False,NEU,msa
4663,تنسوا ملكه المسرح ميريام فارس حفل جماهيري نافوره دبي مول الساعه 9 🕘 🎀👸,False,NEU,msa
4664,زياره المجرم بوتين لتركيا ولقاءه اردوغانالمفك وباقي شله الاخونجيه حريمالسلطانلا اري اسمع اتكلم https,True,NEG,egypt
4665,كلمه للرءيس الامريكي باراك اوباما حشد مءيدي هيلاري كلينتون مرشحه الحزب الديمقراطي انتخابات الرءاسه,False,NEU,msa
4666,وشو بالنسبه لمنكوبي حلب ضحايا راهنوا عليكم وقوبل رهانهم بالخذلان والتجاهل وتركوا ليواجهوا قصف حليفكم بوتين عزل,False,NEG,levant
4667,مررررررزوووقفاااااااالحالحححححبييييينيالاحدSB0,False,POS,msa
4668,ماذالوالمدارسمختلطهبكون تلميذ صباحا مدرس خصوصي,False,NEU,msa
4669,سءال للنقاش متي يتزوج الرجل زوجته الاولي🤔,False,NEG,msa
4670,حزب الاصلاح ينقل صوره خاطءه اذاعه عدن المستقبل ويقول تابعه لحزب الله كذبتم يصدقكم ياحريم السلطان اشرف منكم ياخونه,True,NEG,msa
4671,لبنان بناء جدار اسمنتي مخيم للاجءين الفلسطينيين فلسطين Palestine,False,NEG,msa
4672,الثوار بيتصدا لنا زنقه زنقه واحنا بنبحث بالزنقه زنقه قدر عادله,False,NEG,magreb
4673,ماذالوالمدارسمختلطه وناسه اسرق حبيبي البنت اكرها مافي انذل كذا😂😂😂😂💔,False,NEG,levant
4674,بنغازيالقوات المسلحه تقوم بعمليه كبيره بالمحور الغربي اطلق عمليه شهداء تفجير الجلاء,False,NEU,msa
4675,تقرير حقوقي 11 طفل سوري قتلوا يد قوات بشارالاسد,False,NEG,msa
4676,قمه السخويه مدرسه اسمها رياض الصالحين التحليه ايروني,False,NEU,egypt
4677,🔴 مرسوم العقيده الخارجيه الروسيه روسيا تهتم بعلاقات منفعه متبادله الولاياتالمتحده,False,NEU,msa
4678,نو وندر ليه اموت ستيجات ايزون,False,POS,gulf
4679,لعنه الله اوباما وامريكا ولعنه الله بوتن وروسيا وبشار الاسد وعلي حقوق الانسان روسياتقضيعليحلب,False,NEG,msa
4680,ابنه بيونسيه خطي والدتها الصور والتفاصيل داخل المقاليومياتي بيونسيه مشاهير,False,NEU,msa
4681,عطر غوتشي بامبو الجديد يحاكي الطيور عطر غوتشي بامبو باطلاله جديده قامت النجمه غال غادوت بطله وند,False,POS,msa
4682,بالصور اخر صيحات العيداللحي تتحول زينه للميلاد ChristmasOnLDC,False,NEG,msa
4683,طلعني انا كمان المنشنكل اللي بتفكر جنس ومخدرات الذعر الجنسي ده اللي ماثر عليكم,False,NEG,egypt
4684,فهدالمولد مبدع صديق ميسييضيع 50 انفراد ويسجل الطاءر طريقه باستنوما رميت اذ رميت الله رما,False,NEG,msa
4685,🕧اكثر 10 خصاءص تعرفها نظام اس 10 الجديد🕧ايباد النقلالعام جوجل,False,NEU,msa
4686,اخطر الفيديوهات الخطيره الاطلاقهيلاري كلنتون تفضح امريكا بصناعه داعش بدعم سعودي,False,NEG,msa
4687,الاعلام الغربي شغله الشاغل ترامب مءخره كيم كايلي حقيقه,True,NEG,msa
4688,7 ماله سمك اسكندريه يافندم طب والله مبالغه لفيت العالم مالقيت مثيله واتوسل اليكي ماتحطميش اسطورتي الخاصه,False,POS,egypt
4689,مررررررزوووقفاااااااالحالحححححبييييينيالعليe0j,False,POS,msa
4690,ReTo alba girls تكونو احسن ريكي مارتن 😂👌🏾,False,NEU,gulf
4691,كلناااالدلمانيالله يتقبل اعمالكم,False,POS,msa
4692,مكان قاع الجحيم لمن اخترع تويتر,True,NEG,msa
4693,اللهم انك رزقتنا الاسلام نسالك فلا تحرمنا الجنه ونحن نسالك امين,False,NEU,msa
4694,ايوه الحين يزين الدوام لعبه SuperMarioRun,False,POS,gulf
4695,وضع دونالدترامب وضع غريب المناظره الرءاسيه الثانيه منافسته هيلاريكلينتون اصر التسلل مري,False,NEU,msa
4696,بلجيكا تندد بمصادقه اسراءيل بناء 98 وحده بالضفه الغربيه,False,NEG,msa
4697,ههههههه جبهه النصره وداعش ممثلين هولاكو,True,NEG,egypt
4698,اكبر فواءد الانقلاب مصر الاخير عالميا مستوي المعيشه التعليم الاساسي وبكره تشوفو مصر,True,NEG,egypt
4699,بالتوفيق يافالسعسي منافسيك بالخسارهفرنسا تنتفض اليمين المتطرف,False,POS,msa
4700,المتهم بازدراء الاديان التحفظ الشديد سبب الاتهام ياخد حبس وكل قتلوا الشهداء ينعموا بالبراءه عداله عدلات,True,NEG,egypt
4701,يارب حلو,False,POS,egypt
4702,اوبر انضربت يا جدعانعلي الشركه تعيد حساباتها وفحص ساءقيها فوراUbarاوبر,False,NEG,egypt
4703,💃🏻💃🏻💃🏻💃🏻💃🏻طلع تلات اختلافات مريم حسين ورقاصه الواتس اب مهرجانالقاهرهالسينماءي,False,NEU,egypt
4704,كاني شفته سكن الجامعه واتوقع يدرس معهد اللغه العربيه الجامعه الله يوفقه يارب,False,POS,gulf
4705,وصلنا لاقتصاد اسوء سوريا والعراق حربانجاز ده مش انجاز يا متعلمين يا بتوع المدا,True,NEG,egypt
4706,الاعلام الغربي الحزبي صنع روسيا بعبع يعلق فشل حزبه اويشحذ ههمم مناصرينه اخصامه ويتخذ تخوين وتشكيك لمنافسيه,False,NEG,msa
4707,اردوغان المصلحه شيء ووقوفه الثوره السوريه وقوف تجاري محض فلما راي المصلحه الرروس باع الثوار وثورتهم,True,NEG,msa
4708,غوغل تتحدي ابل سامسونغ,False,NEU,msa
4709,مركز حلب الاعلامي ينشر تصوير جوي يوضح حجم الدمار حي المشهد بحلب الغارات الجويه المكثفه استهدفت,False,NEG,msa
4710,بعباره اخري فرق حلف يشارك المغرب يشن عدوان شعب اليمن حلف روسيا الناتو الاسد شعب سوريا,False,NEG,msa
4711,اجراء اتصال صوتي FaceTime تطبيقاتايفون iOS,False,NEU,msa
4712,طقس العرب صايره توقعاتهم دايما غلط 😒😒,False,NEG,gulf
4713,حتي يعم الفرح المطالبه بمنع مباراه ايران وكوريا ليله عاشوراء,False,NEG,msa
4714,تغيب الدوله تعمل عبده العبيط تصبح القاعده اتباعها جاء ليعمل معك المعروف فافعل المنكر,True,NEG,msa
4715,عمرو اديب انا عمري اشتريت شامبو كليوم عمرواديب ONE عمرواديب,False,NEU,msa
4716,قربك الشيء الوحيد اللي ابيه للابد,False,POS,msa
4717,لماذا كلما تعلق الامر بامن المواطن العربي سكتت انظمتنا كحاله خاشقجي نسمع تعليق حكومه عربيه وكانه مواطن غربي,False,NEG,msa
4718,كلامك مردودعليك بافعال اردوغان السوريين بلاده ومناكفته عنهم المجتمع الدولي منذالبدايهوقل لي ماذاعملت لاهل حلب,False,NEU,egypt
4719,⚫️😁 ❶سايتوتك البريطاني الاصلي 😁 ❷ دول الخليج العربي 😁 ❸ التسليم باليد والدفع الاستلام 😆 ❹ المصداقيه والثقه😁 ❺ السريه التامه🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺,False,NEU,msa
4720,وقع حمي الانتخابات الاميركيه ويكليكس تكشف دور هيلاري كلنتون ودعمها للارهاب تقرير قسم الاخبارقراءه,False,NEU,msa
4721,خبراء زراعيون الشون الزراعيه سبب اهدار كميات كبيره القمح وسعر الاردب مرضي للفلاح مصر,False,NEU,msa
4722,الشاب اليمني مقتحم مباراه مدريد وتشيلسي يكشف وما فعله رجال الامن,False,NEU,msa
4723,اخوي تعامل مناوله ويمدحه ياخذون 20 الطلبيه ويتعاملون امازون ينفع لك,False,POS,gulf
4724,ابكي خذلان امتنامتي نقوم اقدامنا غضبا حلب,False,NEG,msa
4725,يجلس فنجان قهوه قارعه الطريق ☕️❤️قهوهعليقارعهالطريق معرضالكويتالدوليللكتاب,False,NEU,msa
4726,كايتبلانشيت ترتدي تصميم غوتشيخلال اسبوعالموضه SS17,False,NEU,msa
4727,اليمين المتطرف يخسر النمسا خارطه اوروبا السياسيه يعاد تشكيلها جديد,False,NEU,msa
4728,اوعيتنسي طوابير السيسي اخونه المقابر زرع مل عاءله جرح عميق لسه فاكر انت نسيت,True,NEG,egypt
4729,جوازالصالونات العريس والعروسه زي البطيخه يا تطلع قرعه يا تطلع حمرا,True,NEU,egypt
4730,ارادوا اخفاء ارتكابهم جريمه مجزرهالقاعهالكبري والله كشفهشاهدوضع بنيسعود عيالزايدخطه تحاكي لبيان داعش https,False,NEG,msa
4731,غاز الكلور السارين المستعمل سوريا انتاج شركه جونسون اند جونسون لانه يءثر الاطفال والسيدات يءثر الرجال يابهايم ياولاد الوسخه,True,NEG,msa
4732,المتحدث حماس حازم قاسم نتلق دعوهلحضورالجلسهالافتتاحيهلمءتمرفتح السابع حال تلقت الحركه الدعوه سيتم دراستها لاتخاذ قرارمناسب,False,NEU,msa
4733,مدنيه لالخليج العربي ابو الغيط يسعي لاعاده المجرم بشار الاسد لمقعد سوريا بوابه الخليج العربي,False,NEG,msa
4734,مرسي يعطل القانون ويشق الوطن ويخاطر بالصالح العام تمرير دستور يخدم صالح جماعه حته مزنوقه تخضع لاي رقابه قانون,True,NEG,msa
4735,السلام عليكمعندي مشكله ابطلب امازون البريطاني يطلع لي اخر شي اللي بالصوره شنو السبب,False,NEG,gulf
4736,فيفيعبدهالامالمثاليه تقول حككككم,True,NEG,egypt
4737,وانا اشرب بياله الشاهي بيدي جتني فكره مشروع تكسب بس متعيجز اكتبها بورقه حتي مانساها,False,POS,msa
4738,والعراقي بلا شرف هربان قتال داعش وطنه حتي يفطس قتال اهل حلب,True,NEG,msa
4739,شاهد فعلت الرياح بالمواطنيين سبوتنيك فلسطين القدس,False,NEU,msa
4740,🔶 الخارجيه الاميركيه القوات الدوليه الموجوده العراق يجب بموافقه الحكومه العراقيه وتحت مظله التحالف,False,NEU,msa
4741,اسهم تويتر تنخفض 20 تراجع غوغل ديزني الرغبه شراءه,False,NEG,msa
4742,رونالدو اعظم لاعب تاريخ ريالمدريد رياضه,False,POS,msa
4743,مصادر المستقبل السعوديه تبلغ الحريري تريده مباشره عبر تغريدات,False,NEU,msa
4744,ابتسامتك سماء الفرح تخلق قلبي نبضه السعاده ♡♥ الله يديم هاﻹبتسامه الحلوه هالوجه الحلوو 😘😘,False,POS,levant
4745,الخيرعندي تذكرتين اتعملهم check in وقررت اغير الحجز وانا خارج مصر ايه الحل الرحله اياب عمان القاهره 1812 ٥ صباحا,False,NEU,egypt
4746,افضلطقملروجرفيدررحرام اذكر طقم اطقم كثيره حلوه كشخهوداءما الاحمر اجمل فيدريروهذا الطقم عجبني,False,POS,levant
4747,شاهد الرجل الثالث حمدين صباحي اخر كلام,False,NEU,msa
4748,MannequinChallenge قوي 👌🏽,False,NEU,msa
4749,طقم غوتشي نخباول صناعهتركيه للطلبالتواصلعالواتساوالدايركتللجادينفقط ٠٥٣٦٠١١٥٥٩,False,NEU,msa
4750,فعلا نظام تويتر اعرف قفلوا حسابه بدون سبب مقنع وعجز يرجعه ظلم وقمع,False,NEG,msa
4751,قصه نجاح مهندس مصري يصنع الفلافل روسيا,False,NEU,msa
4752,سلام وحب لقيثاره الروح سنه وانت طيبه فيروز,False,POS,msa
4753,ماقلبو شفت هيله تكتب حقوق المراه بس انو نستعمل الاعلام الغربي ومعاهم حق,False,NEU,gulf
4754,المرصدالايرانيالاخبار برلماني سابق سلوكيات ايران الخاطءه اصبحت مباحهترجمه خاصه,False,NEG,msa
4755,الناس مجتمعنا يتمنون لك الخير واذا جاك الخير يحسدونك الحبيبهكلناااالدلمانيSR1uC,False,NEG,msa
4756,ستيج امكس يلا استعجلو,False,NEU,egypt
4757,اثبات منظمات حقوقبه ودواليه استخدام السعوديه القنابل العتقوديه بريطانيا قلقه الانتهاك بريطانيا وامريكا بدءات تسحب,False,NEU,msa
4758,بمشيءه الله توقعات طقس العرب لهطول الامطار وتساقط الثلوج بدءا منتصف ليله الغد ويشمل مناطق القريات طريف,False,NEU,msa
4759,بمناسبه ذكري المولد النبوي الشريف نظمت جمعيه النور تاما اعطارن حفلا دينيا بمسجد تاما اعطارن وتم خلاله تكريم,False,NEU,egypt
4760,دعوه قضاءيه شركه ابل مشكله ايفون 6 بلس,False,NEU,msa
4761,برومو حلقه باءع الليمون حلقات الانيميشن برنامج بسمه امل انتظروا الحلقه الساعه 7 الخميس,False,NEU,msa
4762,اين مجلسالامنالدوليالاممالمتحده حلبتباد البراميلالمتفجره والاسلحه العنقوديه والغازات السامه غاز الخردل وغاز الكلور الخانق,False,NEG,msa
4763,وانت تسير تراب فلسطيناحذر تدوس قدميك قبر شهيد🌾القدس,False,NEU,msa
4764,عاجل حلب حتي اللحظه 120 حافله تقل المسلحين وعواءلهم خرجت الاحياءالشرقيه باتجاه الراشدين غرب حلب,False,NEU,msa
4765,بيبي وقفته مءدبه 🥺,False,POS,msa
4766,الداخليهبلطجيه جهلهوالقمعحياتهم,True,NEG,msa
4767,مباركهيفالحجرفهذا والله اللي يستاهل الوقفه,False,POS,gulf
4768,عاشوراءيارب انجيت موسي وقومه واهلكت فرعون مصر وجندهنسالك تنجي حلب واهلها وتهلك فرعون سوريا وج,False,NEU,msa
4769,الظلم ياتي اشخاص جماعه البلد بالتالي بحب بلدي بحب بلدي,False,POS,msa
4770,شكرا جزيلا,False,POS,msa
4771,ولد احمد الشيخ ينزل ومءمن وبقيت الرجاله موجودين هتكفر,False,NEU,egypt
4772,لحظه هروب الجنود الروس قاعده تدمر ضربهم بمفخخه للدوله تدم حمص حلبالملحمهالكبري حلبالمحاصره,False,NEU,msa
4773,اعتراف غيابك المر شتت زاهي حضوري,False,NEG,egypt
4774,هامش اجتماع وزراء خارجيه الدول الاعضاء بحلف الاطلسي الناتو,False,NEU,msa
4775,المرصدالايرانياقتصاد تهديدات البطاله ايران مستمره توقفترجمه خاصه,False,NEU,msa
4776,اللهم انصر الاسلام واعز المسلميناللهم انك انت الجبار فاجبر كسرناوانت المعز فاعزنا بعزكوانت المنتقم فانتقم لنا ممن عادانا,False,POS,msa
4777,اعلام العار ادعي الوطنيه خساره مصر غانا 61 واليوم يهاجم محمد يوسف بطل العالم للكونج لارتداء تيشيرت,True,NEG,egypt
4778,صحيفهالوءام اسوس «زين فون 3» اسرع هاتف اندرويد الولايات المتحده عاصفهالحزم,False,NEU,msa
4779,انتو الاتنين عمالقه ياخليلي اذوق ياناس ياليت الناس تتعلم بس لوربع ذوق رامي عياش,False,POS,levant
4780,قناهالميادين مليشيات ايران وروسيا تنبش مقابر حلبالشرقيه لاخفاء معالم الاسلحه المحرمه دوليا سوريا,False,NEU,msa
4781,١١ المصادر الاصليه المصنفات والموطات موطا للامام مالكالمسانيد مسند للامام احمد الصحاح صحيح مسلم,False,NEU,msa
4782,الراعي الرسمي لشهر 🎄💖Home Aloneابطال الفيلم وبعد😳,False,NEU,msa
4783,انا متاكده MannequinChallenge هيساعد شباب كتير انهم يبطلوا حشيش مثلا ويتجهوا للڤيديوز طول ويبقوا ملهيين,False,NEG,egypt
4784,حمص قليل حلب سورياطقسالعربالطقسطقس سورياحلبتباد حلبتنتهك حلبتستغيث,False,NEG,msa
4785,بمناسبه اني مروحه قريبامافيش حد يعرف وين يبيعو رداء التخفي متاع هاري بوترنبي نلبسه يومين فالكليه باش مايضيعش فالسلام,False,NEU,magreb
4786,ڤالنتينو كيوت وناعم الباقيين اخسر فيهم قديم 😳تحديدا غوتشي ماهذا يا بيونسيه,True,NEG,levant
4787,مصر مدرسه القمع الحديثه ولهذا ينتشر الضباط المدارس,True,NEG,egypt
4788,بشار الاسد حوار ال33 سءالا المعارضه المعتدله خرافه وجبهه النصره منصفه دوليا كمنظمه,False,NEU,msa
4789,تكتب حمله تمرد حتي تنهمر شتاءم الاخوان اعصابهم متعبه تدفق التوقيعات لسحب الثقه مرسي تهزمكم الثوره خنتموها,True,NEG,msa
4790,تعلم الانثي المصطلح يضاف مايخصه التانيث,False,NEG,msa
4791,ليه ميبقاش مدرسه لتعليم السحر زي هاري بوتر 😟,False,NEU,egypt
4792,678 ماحدش يجبرك حاجه روحي الفيلم الكويس وقاطعي الوحش,False,NEU,egypt
4793,المجرم لافروف يقول يهمه الاوضاع الانسانيه حلب تقديم المساعدات والتوقف الثرثره,True,NEG,msa
4794,خصم كبير امازون البريطاني ينتهي 14 ساعهعلي مكنسه كهرباءيه شركه Vaxشحن مباشر,False,NEU,msa
4795,بالفيديو قطار سريع يبدا رحلاته موسكو وبرلين الاسبوع القادم,False,NEU,msa
4796,جهزواسواعدكم✌ يقبرني رب الله يللي خلقك ✔لبيك فخامه الرءيس الجنرال ميشال عون,False,POS,levant
4797,اوباما يصل اسراءيل للمشاركه تشييع جنازه بيريز وصل الرءيس الامريكي باراك اوباما اسراءيل الج,False,NEU,msa
4798,وهذولا نفسهم وارخص وشحن حكومي مباشر رخيص امازون البريطانيواذكر اشتريت باكثر 60£ يطلع الشحن مجاني,False,NEU,msa
4799,اجمل رات عيني معرضالكتاب ️,False,POS,msa
4800,اليومالسابع المدرسه الامريكيه بالمعادي تزور انتصار اكتوبر لصالح اسراءيل,False,NEG,msa
