,Unnamed: 0,tweet,sarcasm,sentiment,dialect,POS_FREQ,NEG_FREQ,NEU_FREQ
6879,6879,ابن القندره مخلي بصفحته الذليل بوتن قردوغان الله يلعنك ياجايف يامخمخم اردوغان الذليل بوتن ابن الزنا,False,NEG,msa,39,22,147
6880,6880,تري نسونجي اوباما ادكر بعزا نلسون منديلا نسي حاله رءيسه وزراء دينمارك طلعت مشيل وجخرت خاف بعدها مكانه,True,NEG,gulf,22,21,117
6881,6881,السعوديه تطرح سندات دولاريه باول اقتراض السوق الدوليه,False,NEU,msa,20,17,81
6882,6882,طقم غوتشي نخباول صناعهتركيه للطلبالتواصلعالواتساوالدايركتللجادينفقط ٠٥٣٦٠١١٥٥٩,False,NEU,msa,32,56,139
6883,6883,لمتابعه المناظره الرءاسيه الثانيه المرشحه الديمقراطيه هيلاري كلنتون ومنافسها الجمهوري ترامب تمام عصرا بتو,False,NEU,msa,29,18,108
6884,6884, احمد راشد سعيد مقال مجله فورن بوليسيكلنا ضالعون ذبح حلب بوتن والاسد,False,NEG,msa,30,23,132
6885,6885,حبيبتي انتي طيبه اوي يا نوال الزغبي بالبنطلون الاحمر,False,POS,egypt,27,21,131
6886,6886,معمم اخر موديل شغل غوتشي,True,NEU,egypt,6,6,25
6887,6887,الناس تتفلسف وانا اسيراستمروا سخريتكم فما وقود لحذاءي نجاح اصرار,True,NEG,msa,12,12,51
6888,6888,اوبر اسعار افضل اوبر,False,NEU,msa,8,10,52
6889,6889,مءتمر حزب العدل لدعم حمدينصباحي رءيسا لمصر حمدين صباحي مشروعي قيام دوله مدنيه خاليه الفساد,False,NEU,msa,27,12,90
6890,6890,يرفع راهبمقدسي الاذان كنيسه القدس فهذا يفسر اسرار شعب الجبارين فلسطين المحتله,False,POS,msa,19,6,70
6891,6891,صارلي اسابيع انطر هالتنبيه,False,NEU,levant,8,4,37
6892,6892,ميركل بتحاول ارضاء اليمين المتطرف خوفا خسارتها امامه,False,NEU,msa,13,8,44
6893,6893,ليبيا مساواه اتفاقيتنا تركيا بدعم مرتزقه حفتر,True,NEG,msa,8,7,44
6894,6894,طب ايه المشكله اشغال طريق فاضي عشان مين يعرف يتحرك بالضبط الناس روحت,False,NEU,egypt,19,9,73
6895,6895,يعني العراق شنو البين بالمنطقه تركيا تتناطح ويا روسيا ايران تتناطح ويا امريكا السعوديه مسويه حلف دك تكفخ باليمن,True,NEG,gulf,27,24,125
6896,6896,والله الموت سراق,False,NEU,gulf,8,6,25
6897,6897,عاجل جيش الاسد حلفاءه يروعون دجاجه ابناءها اين المجتمع الدولي اين قناه الجزيره اين قناه العربيه,True,NEG,msa,24,13,85
6898,6898,مادري ليش الناس تكره الاحد يعني الواحد يقوم فرش الشوارع فاضيه يشتغل بنفس,False,POS,gulf,19,11,67
6899,6899,قصه حدثت لي مطار القاهره اثناء عودتي مكه تصويري لبرنامج باسمك نحيا اسماء الله الحسني,False,NEU,msa,21,10,69
6900,6900,السعوديه تعترض صاروخين للحوثيين وترسل تعزيزات,False,NEU,msa,13,12,50
6901,6901,رمضانالخير قرب,False,POS,egypt,4,2,19
6902,6902,نسم علينا الهوي مفرق الوادي ياهواي دخل الهوي خدني بلاديفيروز,False,NEU,levant,19,17,80
6903,6903,تكريم نووي لبيريز اسراءيل,False,NEU,msa,8,8,39
6904,6904,اوعي تفكر تفكيرك خط احمر كاريوكي,False,NEG,egypt,3,6,18
6905,6905,مراسلنا الاسكندريه صدقيصبحي القواتالمسلحه ستظل داءما الدرعالواقيه الشعبالعظيم,False,POS,msa,28,10,79
6906,6906,معرضالكويتالدوليللكتاب يستعرض جهود داره الملك عبدالعزيز المحافظه مكتبات الافراد,False,NEU,msa,30,15,100
6907,6907,الشعب البطل الوحيد,False,POS,msa,14,7,49
6908,6908,ويندوز ممتاز بس جلب مشاكل واجد لاب توب الاضاه حلتها ومنها الجهاز يعلق فترات تركته استخدام,False,NEU,gulf,28,23,128
6909,6909,اسالوا البرادعي عما فعله العراق باسمطلعحرامي,False,NEU,msa,16,7,52
6910,6910,سلموا حلب روسيا ايران وبعد هجروا اهلها مجلساللا امن يصوت بالاجماع ارسال مراقبين للتاكد عمليه التهجير حلبتباد,True,NEG,msa,45,27,171
6911,6911,حملهامنوطنيامنياناحسنزميرهمهما تحشدمن حشود مغيبه وكنت سببا جعلهم ايتام بحربك سوريا تغيرالحقيقه يامجرم,True,NEG,levant,26,22,131
6912,6912,ازف لانهاء الاستقطاب الباءس نعيشه باسلوب عقلاني نتحلي بروح التسامح لنبدا البناء بسواعد مصري ومصريه,False,POS,msa,41,28,188
6913,6913,عملاء يكرهون الجيش المصريعبدالرحمنيوسف انتخبواالعرص مصرالعربيه الاخوان بلاششتيمه,False,NEG,egypt,29,20,121
6914,6914,الناس دلوقت منقسمه لاقساميابتتجوزيابتفرح بالنتيجهيابتلعب بوكيمونوانت بقي بتعمل ايهلاانا هدفي اكبر كده بكتيرب,False,POS,msa,42,37,236
6915,6915,كيفيه الغاء كورتانا المساعد الشخصي ويندوز,False,NEU,msa,9,9,39
6916,6916,وعليكم السلام وفيه دول عربيه شاركت حلف الناتو وامريكا تدمير ليبيا السنيه عملوا حلف عربي غربي لتدمير اليمن,False,NEG,egypt,40,26,147
6917,6917,الطاءفيه تبكي اطفال حلب الصباح وتضحك قتل اطفال صنعاء المساء الموضوعيه تتبرا قتل الابرياء,False,NEG,msa,36,19,126
6918,6918,جستن بيبر جستن مسطره,True,NEU,egypt,4,4,35
6919,6919,مدونه الملاك التعليميه اداره الملفات والمجلدات ويندوز,False,NEU,msa,20,12,58
6920,6920,تكست ابو شعر اشقر اسمه جيك اظن شفيها يده يحزن كله يرقص,False,NEG,msa,6,5,34
6921,6921,اليمن السببدول عربيه السعوديه تنتظر كوارث متوقعه اسماء الدول,False,NEG,msa,23,21,110
6922,6922,واتس اب,False,NEU,levant,3,5,25
6923,6923,نفسي اوي اشوف مسلسل يومياتونيس,False,POS,egypt,8,12,47
6924,6924,الاغرب انا يقطعها شخص اعطاه شي لاجل شخص اعطاه احساس جميل القدر,False,NEG,msa,13,2,32
6925,6925,حلب تحرق حضاره روسيا الصين امريكا اوروبا يتشدقون بحقوق الانسان ببنودها اخراج المسلمين واستباحت دماءهم اعراضهم دورهم ديارهم واعدوا,False,NEG,msa,37,42,209
6926,6926,حلب وثوارها مخوزقي بوتن وجيشه الكافر ولن تسقط مقبره الفرس المجوس والشيعه الخنازير,True,NEG,levant,29,30,139
6927,6927,وش بوكيمون قو,False,NEU,gulf,6,14,53
6928,6928,صارت كالذي يتخبط الوحل الفكري تقتات ماءده الاعلام الغربي,True,NEG,msa,20,7,54
6929,6929,صور رماد كاسترو يبدا رحله تجوب البلاد ثلاثه دفنه,False,NEU,msa,18,15,86
6930,6930,رءيس شعبه المستوردين مصر تتعرض لحرب اقتصاديه شرسه فشل الارهاب مصر,False,NEG,msa,16,9,72
6931,6931,اوقفوااحمدموسي مفيش داعي اللامنطق بقي النظام الرسمي مصر يبقي احمد موسي متفوق واعلامي ناجح,False,NEG,egypt,23,22,104
6932,6932,عزيزي ابراهيممحلب تغطيه عجز الموازنه بزياده الاسعار سياسه المسءول الفاشل قليل الحيله,True,NEG,egypt,32,12,92
6933,6933,يفعله ابو زيد وزير الرياضه يضر الرياضه اخر شاءعه تعيين كمال الجنزوري رءيسا للاهلي شباب ثوره سيعود ليقود الرياضه مصر,False,NEG,msa,32,24,132
6934,6934,ڤيديو كوميدي احتفال المانيكان فاردي احمد الشيخ,False,POS,msa,10,6,31
6935,6935,حال استجيبت الدعوه وخيرت الهم الكرب فايهما تختار وما الفرق الهم الكرب اللجوء جوجل,False,NEU,msa,32,21,112
6936,6936,الناس يتميزوا بالثبات مبدا الثبات مبدا,False,NEG,msa,17,13,94
6937,6937,الوزراء اغلبهم اكاديميين حملت الدكتوراه نتمني مجلسالوزراء يجمع الاكاديمي والناجح القطاع الخاص,False,NEG,egypt,28,14,79
6938,6938,الصدق اغنيه بيكهيون كاندي تجننن تجنن,False,POS,egypt,5,5,36
6939,6939,نوال الزغبي صوت الهدوء ❤️❤️,False,POS,msa,45,11,62
6940,6940,صوتجين يخوان الكواريه طلعوا يحطون ميكاب وااا فضيحتاه حتا الخكري جستن بيبر سواها,True,NEG,gulf,22,27,121
6941,6941,لك الله ياعراق اين اوصلك حكامك منحت العراق الارض لاجدادالترك عندماقدمواهاربين الاضطهاد احفادهم يتط,False,NEG,msa,25,8,63
6942,6942,ماش منافسين,False,NEU,msa,0,0,4
6943,6943,تطورات قويه احدثتها التوجه السعودي دعم ترشح ميشال عون لرءاسه لبنان يدل تغيرات السياسه الخارجيه لبنان,False,NEU,egypt,29,19,108
6944,6944,السماح لغير المنتمين الازهر الشريف اعتلاء منابر المساجد كفايه عك فيحاجهصح,False,POS,egypt,19,2,36
6945,6945,سلام اناابنه استاذايمن شويقي اوصاني ابي اوصلكم رسالته بخير وصحته جيده ومعنوياته مرتفعه ويشكر سال ويبشرك,False,POS,msa,25,32,153
6946,6946,شروط عمل اوبر كريم داخل السعوديه سعوده الساءقين بالكامل للاسف اوقفو تسجيل الاجانب الجدد وبقي الاجانب المقدمين يتبع,False,NEU,msa,45,33,195
6947,6947,احبك تسال حبيبي الاسبابانا اعرف اسباب حبك قدرت انهيه,False,POS,msa,23,16,130
6948,6948,غوتشي النور,False,NEU,msa,4,6,22
6949,6949,قطره دم برقابكميااحرار الشامياجند الاقصيياثوار سوريالم تعد ثورتكم ثورهبل مقاومه محتلانكم احتلال روسياي,False,NEU,egypt,29,24,121
6950,6950,المرصدالايرانيالمرصدالايراني منافسات الشطرنج تجعل ايران خصما للاعبين عوضا البطولهترجمه خاصه,False,NEU,msa,26,10,79
6951,6951,اللي يتمرنون مات حقت روز وش تحسون مرا خفيفه كانك تتمرنين الارض انا يعجبني اللي تجي شوي ثقيله وتحسونها مليانه علشان اتمرن احس شيء ناعم مو صلب,False,NEG,levant,34,28,141
6952,6952,الله هالنظام السوري يضرب بصيب اطفال ونساء وجماعه المعارضه بيضربوا بيصبوا الجنود والشبيحه سوريا,False,NEG,msa,41,40,219
6953,6953,فيفيعبده الراقصه محترمه انا قدوه ليش اكون قدوه الحكم تعليييق,False,POS,gulf,15,11,56
6954,6954,الخندق لوحدنا فلسطينيون فطموا علينا وارتاحوا داعي للزياره,False,NEG,msa,19,15,66
6955,6955,♩ فيني شعور ماينوصف بالقصيد وفيني حكي البشر ماتفهمه ════════════ℬالريمالفهد,False,POS,msa,17,13,72
6956,6956,مبتدا الاممالمتحده مصابي الموصل يفوق جهود الاغاثهللتفاصيل,False,NEU,msa,24,13,76
6957,6957,حقيقه نصيحه الافكار اللي بتجيلك النوم دي لازمالها ورقه قلم عشان بجد بتبقي جامده المدي البعيد اهوالله,False,POS,egypt,39,19,135
6958,6958,ويوم ماعامل النظافه طلع العماره عندنا الحمدلله خد كيس الشرابات اللي ماما لاماه عشان تحطو الغساله,False,NEU,egypt,33,11,79
6959,6959,قناه روسيا مهنءا العراقيين ترامب يتصل العبادي ويدعوه لزياره واشنطن اسال عبر نبض,False,NEU,msa,22,20,118
6960,6960,سوريا وافقت عالورقه العربيه ورح يسحبوا الجيش المدن طب بدهم يتركوا الجماعات المسلحه يفتكوا بالشعب السوري الشقيق,False,NEG,msa,43,36,192
6961,6961,شياويان بيتالوسط سنبقي تواصل لبنان بشان سوريا,False,NEU,msa,18,20,112
6962,6962,يربط الغرب الارهاب بالاسلام نربطه شرقنا الاوسط باليهوديه يعممون المسلمين ونعمم اليهود كلنا قصر النظر,False,NEG,msa,39,27,170
6963,6963,الله يحط قلبك انا العافيه,False,POS,msa,11,2,24
6964,6964,اجمل مرهقا تنم ليله كامله لتستيقظ نكته السيسي وتنسي الاتعاب ابيعنفسي صبحعليمصربجنيه,False,NEG,msa,26,11,95
6965,6965,الناس يحتاجهم العالم بشده منشغلون بطرح تساءلات وجوديه حياتهم,False,NEU,msa,20,13,76
6966,6966,محتاجه البس فستان جديد فشخ,False,NEU,egypt,5,2,23
6967,6967,النبي يجند الذراري تفعل جماعه داعش,False,NEG,msa,8,2,26
6968,6968,اديني حريه الاختيار وانا هختار اللي يرضيك بدل تفرض كلامك عليا وانا اختار اللي يرضيني,False,NEG,msa,21,8,58
6969,6969,ابل تحذف تطبيقا شهيرا اب ستور وغضب المطورين البحرين الكويت السعوديه الامارات قطر عمان المنامه تكنو,False,NEU,msa,32,28,153
6970,6970,وساطه امازون ايبي,False,NEU,msa,4,8,35
6971,6971,وفاهالفنانه العيون الساحره زبيدهثروت عمر,False,NEG,msa,12,11,53
6972,6972,هاري بوتر عليا بس❤️,False,POS,egypt,24,7,48
6973,6973,كاسيميرو اللاعب مصاب مدريد اجباري يحضر المباريات المدرجات حال طلب اذن الغياب المدرب زيدا,False,NEU,msa,33,17,138
6974,6974,بارك الله مايلقي وظيفه يوظفه الجيش ماشاء الله حل للبطاله,True,NEG,msa,27,10,70
6975,6975,ارسنال يراقب خريج الريال ذكرت تقارير ارسنال يراقب كثب لاعب وسط واعد مدريد اسم دولي,False,NEU,msa,23,17,109
6976,6976,وكالهسمارتللانباءخبر روسيا تقول النظام مستعد لخروج المقاتلين شرقي حلب دولي سياسي جبههالنصره,False,NEU,msa,36,23,139
6977,6977,مره اخري ولكي نحبط انتخاب رءيس بالاعلان الدستوري المبتسر يحمل بذره الخلاف السلطات دستور ديمقراطي جديد مفتاح مصر المستقبل,False,NEU,msa,42,21,155
6978,6978,تشوق اللعبه,False,NEU,msa,7,5,29
6979,6979,مشاهد مءلمه لاستمرار الجيش المصري تفجير منازل اهالي رفح سيناء حسبنا الله ونعم الوكيل,False,NEG,msa,26,8,63
6980,6980,يخليلي عيونك اللي عرف قلبيطعم الحياه بعدها ناديننسيبنجيم ملكهالهيبه,False,POS,levant,26,11,93
6981,6981,نقف الارهاب,False,POS,msa,4,2,18
6982,6982,احيانا اميل قراءه الكتابات الخرافيه بالامس عكفت ساعه قراءه ميثاق حقوق الانسان,False,NEU,msa,17,7,55
6983,6983,رجل تقتل ابنته ويسجن ورفاق دربه يبتسم القبض الحق اصحابه داءما مطمءنون,False,POS,msa,23,19,119
6984,6984,طاقه ايجابيه شبابيه تصوير اربايدول الموسمالثالث راءع انتظرونا قريبا,False,POS,msa,22,22,124
6985,6985,مترتبطوش الحلال لان والله ربنا استحاله يبارك حاجه الحلال حرفيا وحافظو قلبكم مشاعركم وكل ذره حب جواكم للشخص ال ربنا هيجعله نصيبكم لان فضلت تضيع مشاعرك شخص شويه عقبال توصل للشخص اللي نصيبك هتظلمه ومش هتلاقي حاجه تديهاله,False,NEU,egypt,89,45,288
6986,6986,محادثات تركيه روسيه ايرانيه حلب موسكو,False,NEU,msa,9,11,48
6987,6987,خلق جميل ثقافه الحوار وتقبل الراي الاخر,False,POS,msa,17,8,45
6988,6988,تحميل نسخه ويندوز الانتربرايز تحديث التفعيل,False,NEU,msa,14,8,47
6989,6989,عرفنا بالهدنه الاخبار تتحدث الخروقاتربما الاجدر رفض هدنه كيري رفضت مبادرته المشءمه,False,NEG,levant,20,11,90
6990,6990,فيديو خالد المعجل الكره السعوديه كارثه حقيقيه السبب,False,NEG,msa,19,10,65
6991,6991,اليسا تتحدي زميلاتها انا الاكثر مبيعا الشرق الاوسط,False,POS,msa,14,5,39
6992,6992,اسخف مطارده الارهاب مجلس الامن لافروف,True,NEG,msa,11,5,36
6993,6993,شارك واربح معنا ايفون الشروط رتويت متابعه حساب مقدم الهديهالمشاركه بكلمهمنشن صديقال,False,NEU,msa,24,20,118
6994,6994,فهههههههههدغشششششششاااااامالببببصمممممانالاخر,False,POS,msa,12,8,73
6995,6995,علامات علامات موت القلب الحزن مافات وعدم الفرح ماهو ات,False,NEG,msa,19,11,56
6996,6996, جرب اللعبه انا عجبتني,False,NEU,egypt,10,6,51
6997,6997,باعتقادنا هيلاري كلنتون رءيسه امريكا نظرا قدمته خدمه لدولتها التهيءه والتخطيط لربيع فوضي العرب ونجحت بالايقاع بالاخوان,False,NEG,msa,37,28,161
6998,6998,حبيت الساعات اليديده غوتشي خاصه الصنقل موجودات موقع غوتشي ترومون تشترونهم اونلاين,False,POS,gulf,22,29,118
6999,6999,ارض النفاق كالعاده يكسب الكداب كايروكي,False,NEG,egypt,11,7,50
7000,7000,شكوت الء كيري سوء حربي فارشدرني الء المتارس واخبرني الحربنارونارالحرب لاتاتي بخير ايه راي البخيتي,False,NEU,msa,33,24,149
7001,7001,فعلابدليل ايران خميني مشارف تل ابيب وميليشياتها حزب الله وابوالفضل والمهدي وعصاءب اهل الحق,False,NEG,egypt,43,27,166
7002,7002,اليمن الانقلابيون خرقوا الهدنه مره الساعه الاولي اليمن,False,NEU,msa,21,11,65
7003,7003,مشاهد مذابح اكتوبر دارت العالم واي اكاذيب تمثيليات للانقلاب يصدقها العالم,False,NEG,msa,27,14,99
7004,7004,كوبر يطلب تقريرا احمد الشيخ اعلان قاءمه امم افريقيا,False,NEU,msa,12,7,48
7005,7005,بلدكن حره برايك اكيد بس الكلام حزب الله بمس فيني شخصيا عم تحكي جماعه عم تحارب الدواعش لبقلب بلدكن,False,NEG,levant,41,21,173
7006,7006,اردوغان المرتكب مسلم يسمونها عمليه ارهابيه يتحدثون الارهاب اليهودي والبوذي والملحد تركيابوست,True,NEG,msa,36,34,173
7007,7007,ومش بعيد خالص الشءون المعنويه اللي باعتاه الاساس وهم بغباءهم المعتاد وقعوا المصيده تردد هيموتوا بغباءهم,True,NEG,egypt,36,36,189
7008,7008,اقول لك يثار الاعلام الغربي تهويل وتضخيم مقاصد لتحريك الراي العام المواقف الحقيقيه تصل للصحف ابدا,False,NEG,msa,39,16,97
7009,7009,معرضالكويتالدوليللكتابهذه الروايه تمدك بشعور مختلف,False,POS,msa,22,16,84
7010,7010,بدوره المجتمع الدولي الاممالمتحده جلسه مسءول الامم المتحده للاغاثه المجتمع الدولي قادر انهاء ماساه حلب,False,NEU,msa,41,16,106
7011,7011,ترامب يصعد هجومه ريان تخليه صعد المرشح الجمهوري انتخابات الرءاسه الاميركيه دونالد ترامب هجومه,False,NEG,msa,23,18,102
7012,7012,ايفانكا ترامب تشغل الاميركيين غوغلاولاين اميركا ايفانكاترامب العرب,False,NEU,msa,18,12,78
7013,7013,حقوقالانسان الولاياتالمتحده ينتقدون دولالعالمالثالث يزعمون,False,NEG,msa,25,15,72
7014,7014,بشعوا منظرك يا جينيفر وصلوا لبشاعه احلام,True,NEG,msa,14,13,67
7015,7015,ريكي مارتن وخطيبه يثيران ضجه جديده وهذه تفاصيل خطوبتهما,False,NEU,msa,9,13,64
7016,7016,ايفون,False,NEG,msa,1,3,10
7017,7017,تحيامصر Ä سانتخبالسيسي,False,POS,egypt,6,2,21
7018,7018, شاءعات الفاشيين وطيور الظلام واصحاب المعايير المزدوجه نشطاء وسياسيين واعلاميين ورجال اعمال وموتورين الخارج ستظل كاذبه,False,NEG,msa,35,34,152
7019,7019,جيف تيق ينظم لبول جورج انهم الوحيدان تحقيقهمنقطهريباونداسستستيل مباراه واحدهفي البيسرز,False,NEU,msa,26,23,127
7020,7020,حكومه بتمثل مصالح وحصص وما بتمثل المواطن المهم ينشغل عقانون انتخاب يمثل الكل وما تنظلم صيدا بالنيابه متل انظلمت بالحكومهحكومهلبنان,True,NEG,levant,57,38,219
7021,7021,نادي الاسير جنين يدعوا مسانده الاسري الاداريين المضربين الطعام رفضا لسياسه الاعتقال الاداري الغير مبني,False,NEU,msa,25,7,78
7022,7022,اوباما يستخدم النقض قانون الزام السعوديه بتعويض ضحايا هجمات ايلول,False,NEU,msa,20,19,95
7023,7023, اشهر اكتشاف سبب سقوط طاءره مصر للطيران البحر المتوسط,False,NEU,msa,17,12,77
7024,7024,يءءم اغرد يجي انفءلء ءيءم اسكت يجي فءلء ءيءم امنشن يجي ريتءيت القدر يارفااق,False,NEU,gulf,6,0,13
7025,7025,كيري ندرك الوصول لحل مستقر وداءم يتطلب تنازلات ونشجع الاطراف للسعي لحل وسط يركز صالح بلدهم ومستقبل افضل لشعب اليمن,False,NEU,msa,51,26,162
7026,7026,دعوي قضاءيه ابل تتهمها بالاحتيال المستخدمين البحرين الكويت السعوديه الامارات قطر عمان المنامه تكن,False,NEU,msa,29,15,101
7027,7027,حريق خيم النازحين السوريين القرعون متعمد احمد موسي,False,NEU,msa,12,9,41
7028,7028,ﺗﺘﺸﻞ ﺁﻵﯾﺂﺩﻯ ﺁﻟﻠﻰ ﻗﺘﻠﺖ ﺟﻨﻮﺩ ﺑﻶﺩﻯ مصر الارهاب,False,NEU,egypt,5,2,20
7029,7029,ايها الاخوان عذب الشهيد الجندي حتي الموت منح طنطاوي وعنان قلاده النيل قتل مصريا واعتقل وعذب الالاف اعترفوا بجراءمكم,False,NEG,msa,37,27,141
7030,7030,جديد غوغل جزيءات نانو لتشخيص امراض السرطان,False,NEU,msa,8,6,32
7031,7031,الناس زي القهوه تتكلم معاه يعدل مزاجككلناااالدلماني,False,POS,egypt,15,3,29
7032,7032,معبشاربوتنملالي ايرانبتاع حزب اللهالصينقتلهاطفالشيوخنساء سوريا راجع لكانا اعرفك بس انت لوشجاع تخبر الناس باسمك,False,NEG,egypt,39,26,176
7033,7033,الجديد تركت زعماء العالم ونقلت كلمه امير قطر وداع كاسترو انو سيجار كاسترو اكبر قطر بعدين شو جاب حمد لكاسترو,True,NEG,levant,26,27,133
7034,7034,والله الدنيا ديه مسخره الواحد يقعد يلف يلف حوالين الاخر يبص يلاقي ده عالفاضي وانه تاني لنفس المكان,True,NEG,egypt,32,14,89
7035,7035,نهب البنوك يسير يومي واموال الناس تتبخر علنا يوجد مسءول القطاع المصرفي يعترض يستقبل,True,NEG,msa,30,26,140
7036,7036,الفرسانكوره اخبار محمدصلاح يقود تشيلسي لاسقاط ليفربول,False,NEU,msa,21,13,76
7037,7037,الهدف استدعاء محامين بلاد اخري القضايا السياسيه الدعم السياسي والمعنوي القانوني للمتهم المقصود اظهار مبارك كبطل تحرير,False,NEG,egypt,36,18,120
7038,7038,مدريد يطلق مشروعه لتحديث ملعب سانتياغو برنابيو بتمويل اماره ابوظبي,False,NEU,msa,26,27,150
7039,7039,الارجنتين تساوي شيء بدون احسن لاعب المجره ليونيل ميسي,False,NEU,msa,18,13,77
7040,7040,جبههشعبمصر ماكانت مناظره مسخرررررررهنيران صديقه وقنابل عتيقهوناس بتموت ظلمات داعش صناعتكم,True,NEG,msa,15,17,104
7041,7041,سخريه القدر فاصل ملاغه احدالبرشلونيين يقولي الحارس ابياتي الفشله انتقل ميلان للمفضله قلت شلون ابياتي المفضله,True,NEG,msa,47,15,122
7042,7042,ابوي يقول عجزتي بتصيرين زي هيلاري كلنتون هههه,True,NEG,gulf,13,13,66
7043,7043,شايفين العيب الغلط ومبنسالش حتي ليه وكل بيقول يعني بايدي ايه كاريوكي,False,NEG,egypt,27,20,117
7044,7044,جبنالك احدث قاءمه سيارات باخر تحديث اوبر دلوقتي بقي الموديلات بتبدا استثمر وقتك,False,NEU,egypt,26,24,142
7045,7045,جريده الموجزالموجزلهذا السبب احتفل احمد الشيخ بهدفه مرمي الداخليهالتفاصيل عبر الرابط,False,NEU,msa,36,16,121
7046,7046,البريك دانس ييجنن ارجوكم عطونا شييي,False,POS,levant,6,8,42
7047,7047,احمدشفيقتابعوا النجم محمدشاهين صفحه الرسميه الفيس بوك,False,NEU,msa,15,10,62
7048,7048,الهشتاقات السب الاساءه بفلوس ماحد كتب شي للاسف بس وراها حساب القيامه لزم التوضيح عشان تطلعوني المله,True,NEG,msa,41,22,148
7049,7049,كيوت وانتم متحمسين لمناظرات دونالد ترامب هيلاري كلينتون,False,NEU,egypt,15,14,68
7050,7050,كيري ندعم اتفاقا شاملا اليمن واشنطننغرد التويتر,False,NEU,msa,8,6,33
7051,7051,وش شي تشتريه مواقع التواصل الاجتماعي انستقرام فيس بوك ايباي امازون,False,NEU,gulf,15,19,88
7052,7052,السذج صدقوا هجوم الاعلام يوسف اذكرهم بهجوم عماد اديب ولميس وخيري وتهديدهم بمقاضاته حلقه المره,True,NEG,msa,26,27,129
7053,7053,كلمتين كدا يا وﻻد اﻻحبه تمرد الشغل نصيف بامانهلكن بقت معرصهف حدش اﻻخوان يشكك التوقيعات نقطه,True,NEG,egypt,21,21,101
7054,7054,معقول يا داعش يا خوارج جند الافعي,True,NEG,msa,6,6,26
7055,7055,تدليس الاخوان قولهم مرسي المعزول مسءولا جراءم الشرطه تتبعه بنفس المنطق مبارك مسءولا جراءم العادلي تخجلون,True,NEG,msa,36,24,135
7056,7056,شركه ابل الواقع المعزز سيصبح اهم الطعام المستقبل عبر,False,NEU,msa,22,11,84
7057,7057,لمحبين التسوق الانترنتلايطوفكم الموقع اسعار جميله وبضاعه راقيه وشحن مباشر افضل,False,POS,msa,27,21,114
7058,7058,تهدد عوده احمدشفيق مصر النظام,False,NEU,msa,4,3,17
7059,7059,زمنالايفونالانترنتبرشلونهديورهاري بوترديزنيبوينغماكدونالد لسنا امتدادا لاحدبل امتدادا لرغباتنا وحاجاتنابالحضاره الكونيه,False,NEU,msa,43,36,206
7060,7060,اليمنيه لجنه التحقيق تختتم برنامج نزولها الميداني الضالع,False,NEU,msa,18,5,45
7061,7061,ماذالوالمدارسمختلطه بتتحول عقول الطلاب متحجره متفتحه وبتقل نسبه الغياب بنسبه ٩٠٪,False,NEU,msa,39,27,168
7062,7062,ياروافض بلا كلام والا اخرج♦️♦️العراق بغداد البصره كربلاء النجف لبنان البحرين الكويت قطر سوريا عمان الاردن,False,NEU,msa,43,24,159
7063,7063,كاسترو يترك وراءه قصور حسابات بنكيه وشعب فلسطين يعاني الاحتلال والقتل والتهجير ورءيسه عباس همه جمع القصور والاموال ولاولاده,False,NEG,msa,46,44,202
7064,7064,سيارتي صارت تطلع صوت غريب امشي حفره مطب شكرا شوارعنا الخطيره,False,NEG,msa,11,10,57
7065,7065,طريقه صنع شجره عيدالميلاد الزجاجات البلاستيكيه اشغاليدويه زينه ديكور عيدميلادمجيد فيديو,False,NEU,msa,19,11,69
7066,7066,حزب حق نكت الله الرسول حصله قصه الرسول حصله خديجه نفسي اعرف اش دريهم بالمواقف اللي تحصل الرسول,True,NEG,levant,41,16,103
7067,7067,ولايه حماه وزير الدفاع الفرنسي حامله الطاءرات شارل ديجول مصممون استءصال داعش,False,NEU,msa,22,12,61
7068,7068,شاهد اخر كلام اضراب عمال النقل العام,False,NEG,msa,12,2,29
7069,7069,زحمه مبارياتوعندنا انتخابات مجلس الامهوعندي موعد صلاه المغربيوم مليء العاده,False,NEU,levant,23,18,102
7070,7070,اليس السخريه نتجاهل يهيم بنا نهيم باولءك يتجاهلوننا نحب اولءك يضر ون بنا نضر يحبوننا,True,NEG,msa,29,25,147
7071,7071,ابل تسجل فوزا متوقع سامسونغ,False,NEU,msa,9,11,50
7072,7072,اه انا وقتها لقيت واحده فانز هايدي عامله بيونسيه حاجه نضيفه كده,False,POS,egypt,11,11,55
7073,7073,صالحكاملاتقوااللهيامحتكريالاراضي مخترع وامبراطور الاحتكارات ينصح بعدم الاحتكار تناقض,True,NEG,msa,26,13,76
7074,7074,فرنسا تدين العمليه المتطرفه معسكر للجيش اليمني عدن,False,POS,msa,12,0,21
7075,7075,الاسوانياذا تتوحد القوي الوطنيه فورا استخلاص الدوله المصريه ايدي الاخوان فلسوف ندفع ثمن غاليا واولادنا,False,NEG,msa,33,30,126
7076,7076, اتكلم نفسك ولو الناس كلها القتل انا يا سيدي ضده يوجد مبرر انت بتقيس قيمك رواجها,False,NEG,egypt,20,16,90
7077,7077,جستن بيبر الزمن,False,NEU,msa,6,4,35
7078,7078, بريطانيا التحالف السعودي استخدم قنابلنا العنقوديه اليمن,False,NEU,msa,19,10,70
