,Unnamed: 0,tweet,sarcasm,sentiment,dialect,total_pos_count,total_neg_count,total_sentiment_score
6704,6704,امانيالعجلانعارعليالسعودياتاماني العجلان ترفض اسقاط الولايه لانها ترفض الجزءيه تمس الاسلام مره تحبين الاسلام,False,NEG,gulf,102,31,1.5470000000000002
6705,6705,والله اريد غوتشي نعال والدتي ربما ضرب لي معهم,True,NEG,gulf,37161,35096,-0.06599999999999998
6706,6706,اتهامه بالعنصريه «امازون» يحذف ازياء خليجيه مثيره عرضها للبيعاضطر موقع «امازون» لحذف ازياء خليجيه,False,NEU,msa,983,639,0.319
6707,6707,الله تعالي معكم اينما كنتم تكفي الايه لتشعربطمانينه قلبك وهدوء نفسك وسكون روحك تخف تقلقفالله معك سبحانه وتعالي,False,POS,msa,65398,73870,-1.9289999999999998
6708,6708,مصادر بيت الوسط اتصالات التاليف مستمره بوتيره اقل وبري يهددني والكره ليست ملعبي,False,NEU,msa,4985,5128,0.8400000000000001
6709,6709,تويتسوخبر امازون تعتزم افتتاح مقر اقليمي لشركه امازون لخدمات الانترنت الشرق الاوسط وافريقيا بدبي نهايه,False,NEU,msa,266,131,4.149
6710,6710,شو اخبار لعبه بوكيمون جو انقطعت اخبارها والفتاوي المرافقه,False,NEU,gulf,4127,4808,0.023999999999999994
6711,6711,بريطانيا منبع الارهاب ومءسسه الفتن والتفرقه الدول والاحزاب لديها انجاز مشرف السلام داعش بريطانيا ارهاب,True,NEG,msa,1457,557,7.121
6712,6712,الدخيل نتاءج انتخابات النمسا واستفتاء ايطاليا اليمين المتطرف يواجه مقاومه شعبيه شرسه,False,NEU,msa,90,84,-0.043
6713,6713,اسراءيل تتوقع الاسوا عمليه القدس البديل,False,NEU,msa,0,0,0.0
6714,6714,اناحازم انصافالاخوانالثاءرالبغل مرسيرءيسي سنحياكراما الديوثبرهاميوسانتخبواالعرص,True,NEG,egypt,0,0,0.0
6715,6715,الله بتوع شبكه المخلص دول دمهم خفيف الوجه البذء يضع قناع الدين,True,NEG,egypt,64648,72213,1.863
6716,6716,ماشاءالله المسلسلات رمضان السنه دي بتدل الاسلام الفظيع وبتدل مصر هتتقدم اكتر اكتر احتقار لاحولولاقوهالابالله,True,NEG,msa,21186,8959,3.337
6717,6717,مسجد سيدي جابر طلع المنبر استقال الاوقاف عايزاني بالعافيه اوجه الناس لتاييد قرارات الرءيس الخطبه,True,NEG,egypt,3352,4059,0.27900000000000014
6718,6718,يعني العرب فهموا صدام والقذافي طواغيت مجانينتبيهم يفهمون كاسترو مناضل حقيقيوباقل الاحوال افضل الديكتاتوريات العربيه,False,NEU,gulf,2965,1722,3.3590000000000004
6719,6719,ارقام صبابا رندفو امثل علينا قدام الكاميرات شفونيوالله يا اوباما مخلغين اسنان اسوالف,True,NEG,gulf,55813,28489,1.843
6720,6720,الجيش الحر السوري يرسل رساله لروافض العراق ايران لبنان ️هذا مصير ونهايه يدخل حلب الحريه حلب الاسلام سوريا بغ,False,NEU,msa,993,837,1.073
6721,6721,تعليقي للبرنامج يعني انسحابي الساحه انا مصري احتاج اذنا للتعبير انتماءي,False,POS,msa,65764,57741,1.375
6722,6722,شيء يبرر احاله المدنيين للقضاء العسكري حتي البلطجيه القضاء المدني كفيل بهم,False,NEG,msa,10645,15999,-0.556
6723,6723,ياابا سعودليس يبكيك وداعك الثقيلياابا سعوداهل سوريا خبروا مواقفكحزنهم اثقل وامرفلاحا,True,NEG,msa,277,481,-0.8069999999999999
6724,6724,شام تغني فيروز,False,NEU,msa,345,228,1.2999999999999998
6725,6725,حلب فرانس واشنطن تتهم ضباطا سوريين بالاسم بارتكاب تجاوزات بحق المدنيين جلسه مجلسالامن,False,NEU,msa,46,52,-0.514
6726,6726,ابغي اصادق وحده تشبه هاري بوتر بمدرستي اكبر مني تعرف تجي خاص تقولي بليز,False,NEU,gulf,7536,7161,-0.7100000000000001
6727,6727,اصرار الشعب التونسي الوصول الكيلومتر الاخير ثوره اخري حد ذاته واهم درس دروس كثيره,False,POS,msa,9276,9752,1.146
6728,6728,ابد الابدين وفاءلجبران جبرانتويني,False,NEG,msa,1740,2324,-0.4
6729,6729,نجوم برشلونه قريبا الدوحه موعد الوصول والسبب,False,NEU,msa,341,335,-0.09300000000000001
6730,6730,ليبيا مقتل اطفال جراء انفجار سياره مفخخه وسط حي سكني ببنغازي اخبارليبياالان الجيشالليبي,False,NEG,msa,2095,1947,-0.357
6731,6731,المشكله اوباما حطهم بالسكه للاستغناء نفط الخليج ونجح لحد الوعد والرزق الله,False,NEU,msa,64851,72510,2.2529999999999997
6732,6732,بسيطرتهم مواقع التواصلزرعوا فيك الاحباط لكي تشاركبنفس تحضيرهم قويعطيتهم المطلوبكن ايجابي واطلع شارك بسك سلبيه,False,NEG,egypt,774,440,0.9809999999999999
6733,6733,يحترم السلام الجمهوري لبلده يكتب دستورها,False,NEG,msa,7,1,1.275
6734,6734,عقلالباهلي الاسبوعفيساعه كيري اعلن الهدنه باتفاق الحوثي واستمر الانقلابيون القتال,False,NEU,msa,310,249,1.041
6735,6735,الهلاليستمركوشه تخيل فريق يجلدني دوري وكاس وياهلني للسوبر ويعطيني مدافع وحارس وياخذني لندن ويجلدني مره ثانيه,False,NEG,gulf,3845,3216,1.037
6736,6736,يستمر القضاء التحقيق بلاغات عبثيه تهدف تشويه المعارضه وتنتهي بدون معاقبه مقدميها فنحن ننضم بامتياز قاءمه النظم البوليسيه,True,NEG,msa,41,23,0.449
6737,6737,ﻛﻧت ﻣﺎﭠﺑﻳﻧي لاﭠﺟﺎﻣﻟﻧي خلک قدهٱ ﻗۈل ﻣﺎﺑيک وﺎنا ﺎوعدک ﺎرﺣل,False,NEG,gulf,0,0,0.0
6738,6738,احمدربكانتسعودي لاني اعرف معني المصطلحات الاتيه ظلم فقر بطاله فساد واسطه,False,POS,msa,2873,2506,0.29900000000000004
6739,6739,تصل مصر مطلقا كاس العالم تصل الديمقراطيه مصر بلد تقتل ناسها وتلاحق جمهورها العاشق للكره,True,NEG,msa,8593,4211,2.1870000000000003
6740,6740,قنوات العهر العربي تعرف هيلاري كلنتون تقدمت منافسها استطلاعات الراي بينما لاتعرف ماالذي حدث صنعاء,True,NEG,msa,1737,1605,1.8090000000000002
6741,6741,صحيفه الموجز الالكترونيه سياسي اماراتي عوده احمدشفيق تمهد منافسته بانتخابات الرءاس عبر نبض,False,NEU,msa,1008,969,0.556
6742,6742,هاري بوتر ️,False,NEU,egypt,99,234,-0.01200000000000001
6743,6743,احلام ترامب موسكو والعوده,False,NEU,msa,20,9,0.631
6744,6744,احترامنا للجميع لديه مشكله صوت عاقل متزن كصوت لديه مشكله حقيقيه,False,NEU,msa,2612,3729,1.6830000000000003
6745,6745,عجييييييب,False,POS,msa,0,0,0.0
6746,6746,انتي اصلا مافيك فايده كلمهبتتقالفيالبيتكليوم,False,NEG,egypt,52,35,0.841
6747,6747,حازم الببلاوي هراب ومتراجع يستطيع تحمل المسءوليات وحكومته فاشله السادهالمحترمون,True,NEG,egypt,554,894,-0.3919999999999998
6748,6748,دبياليومالحركه كادت تغير مجري تاريخ ال,False,NEU,msa,5906,4085,0.821
6749,6749,محمد السيف ليفربول بيمحطونك عدل تحرش,False,NEU,egypt,3897,2692,0.694
6750,6750,تعقيبا راي «القدس العربي» «حزب الله» حركه مقاومه جيش احتلال السعوديه اخبار,False,NEU,msa,7771,5120,2.035
6751,6751,الخازوق الاسبرطي,True,NEG,egypt,0,0,0.0
6752,6752,رحله الشتاء والصيف,False,NEU,msa,0,0,0.0
6753,6753,اخلاق شيم قيم ولادين ولامذهب اين المجتمع الدولي مايحصل العراق وسوريا غزو مبطن لامه الاسلام,False,NEG,msa,1237,1244,3.224
6754,6754,اخبار برشلونه لويس انريكي يفكر اشراك اومتيتي كظهير ايمن,False,NEU,msa,611,403,1.1190000000000002
6755,6755,القناعه كنز الفقراء والفقر لعبه السياسه والسياسه توزيع القناعات المقنعه الفقراء محمد الرطيان,False,NEG,msa,3173,2010,1.7409999999999999
6756,6756,اشتي افعل صفقه الصين نعطيهم الحوثيين ويعطونا بدلهم ملاعق وصحون لرمضان ههههههههههههههههههههههههههههههههههه,True,NEG,msa,108,183,-0.593
6757,6757,فرنسا بانهم يحبوا المسلمين وكذا ولما رحت حصلنا منهم حب واحترام,False,POS,msa,6323,6267,0.49
6758,6758,ريكيمارتن خطب,True,NEG,egypt,95,78,0.084
6759,6759,حماس تمنع شراءح الهواتف المحموله الاسراءيليه فيديو,False,NEU,msa,1087,1137,-0.7379999999999999
6760,6760,ميسي توصل نهاءيات قاريه متتاليه بدونه فرق بينك اندورا صاحب المركز بالتصنيف العالمي,False,NEU,gulf,3984,2475,0.991
6761,6761,عداله توزيع الثروه الولاياتالمتحده اكبر حاصل فرنسا مختصره,False,NEG,msa,2539,1792,2.146
6762,6762,اجا هتاخذ راحتها فيدرر ياليت هالمره يحطوها فريقالمايسترو بتكون وديات حدثكبير عندي,False,NEU,gulf,648,1125,-2.695
6763,6763,معكم الملاكم المهاجر العراقي ابوحمزه️️نعم الحق لايروق للخونهالعراق بغداد البصره النجف كربلاء البحرين,False,NEG,msa,289,218,0.5509999999999999
6764,6764,مصر لشعبها وليست لسويرس والعسكر مصر تنام تعود الشرعيه تحكموها ابدا بالرصاص والحديد والنار,False,POS,msa,6146,2819,1.621
6765,6765,قليل ابوالغيط يلتقي وزير الخارجيه السعودي بمقر الجامعه العربيه,False,NEU,msa,1462,1090,1.025
6766,6766,اوباما يلاحق محمد سلمان,False,NEU,msa,3159,1898,2.458
6767,6767,الحريهللاخوان انصافالاخوان,False,POS,msa,0,0,0.0
6768,6768,الكثير المدنيين حلب الشرقيه رفضوا مغادرتها واصروا البقاء حمايه الجيش السوري حلب البعض منهم طلع الباصات نزل رافضا,False,NEU,msa,5196,6022,-0.952
6769,6769,قولوا لي انتم مين بقي سوا كومباك هب دب سوا كومباك توني ون واي جي ملبسهم عبايه هاري بوتر السحريه,True,NEG,msa,56588,45600,-4.289
6770,6770,لعبه بدات التفوق لعبه بكسر اولي ارقامها القياسيه,False,NEU,msa,74,78,-0.163
6771,6771,انتتته لميييييين انتههه اليييياليسا,False,NEU,egypt,0,0,0.0
6772,6772,الخيير قلب النادي,False,NEU,egypt,6419,15664,-0.9339999999999999
6773,6773,انا الغلطان افتح فيسبوك ليه الاقي وشي اقتراح انضم لجروب مربيين الماعز البور مصر ماعز وبور كمان وفيه ييجي عشرتلافمريب,True,NEG,egypt,75825,66328,5.006
6774,6774,بمقدور يعيد المصريين حظيره الخوف لقد الثوره كسرت حاجز الخوف الابد نتراجع مطالب الثوره ولو صدر ضدنا حكم,False,NEG,msa,1851,1335,0.856
6775,6775,وزير البيءه بدو يوقف سد جنه لاسباب بيءيه سد بيجيب ماء للمواطنين منوقفو بس زباله عالطرقات منشيلها هيدي بتضر بالبيءه,True,NEG,msa,42826,38578,2.7350000000000003
6776,6776,قالها شبل اشبال حلباذاكنتم جيش الاسد فنحن جيش الواحد الاحد ثورتنا كالصلاه تبدا بالتكبير وتنتهي بالشهادهستبقيحلبستنتصرحلبحلبتباد,False,NEU,msa,1643,686,2.628
6777,6777,ليفربولمصر كشفت صحيفه صن البريطانيه جمع جمهور ليفربول الانجليزي يقرب توقيع لتقديم مذكره للاتحاد الاوروبي والاتحاد الدولي لكره القدم لمعاقبه سيرجو راموس مدافع مدريد طب احنا ليه مانعملش مصر كده والا عشان مافيهاش سبوبه يا اتحاد الكوره,True,NEG,msa,67636,35635,5.647
6778,6778,الفنانه ميريام فارس ورقص المثير,False,NEG,msa,236,237,-0.322
6779,6779,كاتب جريده القدس يفترض ناصري مش اخواني سليم عزوز,False,NEU,msa,34530,17557,2.2300000000000004
6780,6780,اقتراب اليمين المتطرف الغرب السلطه ربما اسبابه ردود انفعاليه سابقه مبالغ لاحداث عابره حدثت,False,NEG,msa,444,267,-0.04299999999999993
6781,6781,الاجواء الماطره المسجد الاقصي المبارك قليل️تصوير محمد السنجلاويكيف الاجواء بمنطقتكم,False,NEU,msa,2928,1826,0.361
6782,6782,ايها الاصدقاء برجاء قراءه التعليقات ستلاحظون يدافعون الفكر الوهابي يشتمونك بمجرد تختلف معهم ابعدكم الاسلام,True,NEG,msa,294,259,0.015
6783,6783,النمسا فاز ليبرالي بتاع حزب الخضر عنده سنه شاب اليمين المتطرف بفارق بسيط دوله العواجيز يابرادعي,True,NEG,egypt,3703,1930,5.1979999999999995
6784,6784,سعدالحريري يتهم ايران بتدمير سوريا والتورط بدماء شعبها ويتوعدها اصوات اطفال حلب ستظل تقض مضاجع القتله جيريماهر,True,NEG,msa,549,516,0.7160000000000002
6785,6785,فوز السعوديه الامارات ترتيب المجموعهالتفاصيل,False,NEU,msa,700,442,0.875
6786,6786,جوجل تنافس ابل وسامسونج بهاتف جديد,False,NEU,msa,3964,3840,2.0399999999999996
6787,6787,الحمدلله مجلس رءاسه الوزراء ادان الاغتيالات تطال الخطباء واءمه المساجد عدن,False,POS,msa,2641,2476,-0.10399999999999998
6788,6788,لافروف ندعم كبير استمرار عمل البعثه الاستشاريه الاوروبيه اوكرانيا اسالاكثر,False,NEU,egypt,11526,6061,2.7880000000000003
6789,6789,بيان اجتماع وزراء خارجيه الدول الاعضاء حلف الناتو,False,NEU,msa,742,505,0.799
6790,6790,احبك احببتني,False,POS,msa,0,7,-2.19
6791,6791,تصبحون خير اصدقاء فلسطينبوستصوره جبال الكرمل فلسطين,False,NEU,msa,10641,6826,0.3
6792,6792,عراف بلغاري يحدث سوريه الاسبوع القادم ويراهن,False,NEU,msa,7,3,0.5820000000000001
6793,6793,اخباردلوقتي ناديه عماره تاخير الاغتسال الجنابه جاءز بشرط فيديو,False,NEU,msa,965,789,0.472
6794,6794,صور مديريات محافظه صنعاء تمظم فعاليات متنوعه بمناسبه ذكري المولد النبوي الشريف,False,NEU,msa,1225,2096,-1.2260000000000002
6795,6795,بصراحه سلسله عظيمه هاري بوتر حرام تتابعها بغير البلوراي,False,NEG,egypt,1599,3309,-2.048
6796,6796,مصر عمرها هيبه عهد مبارك ده كلام رخيص مصر هيبه ال هيبه بجد والعالم كله يتعلم وده الشعب,False,NEU,egypt,36464,14357,7.5649999999999995
6797,6797,حتي مافيه دوام يبقي السبت غثيث,True,NEG,msa,6764,9631,-2.8499999999999996
6798,6798,والله خلاااااص تعبنا راهبنغازي,False,NEG,egypt,15,30,-1.483
6799,6799,مطر ربي يفرج يا بنغازي وبلادي ليبيا,False,POS,magreb,55922,29141,-2.253
6800,6800,اخشي الضرر الدمار الناتج طريقه اسلوب اداره البلاد الثوره حتي اصلاحه,False,NEG,msa,6610,8104,-0.127
6801,6801,تعلم كلب بريطانيا عبدالانجليز يتقاضي راتب الانجليز باعتراف ابنه طلال قناه الجزيره,True,NEG,msa,2443,2211,0.9340000000000002
6802,6802,الليرافضينالسيسيرءيسبيعملوافولوالبعض مرسيرءيسي انتخبواالعرص سيناءخارجالتغطيه سانتخبالسيسي,True,NEG,egypt,0,0,0.0
6803,6803,يجاهدوا يتعاطفوا التنظيمات الثوريه المعتدله زي جبهه النصره مجاهدي الشام محاربي بلح الشام الخ,False,NEU,msa,7775,5532,1.606
6804,6804,السلام عليكم سمحتي انا قادم الخطوط المصريه كوانزو الدمام ترانزيت القاهره وتاخره الحقاءب وعددها وصل وباقي واحده,False,NEU,msa,66413,57876,1.664
6805,6805,انقلابمصر الفيوم حاميهاحراميها,True,NEG,egypt,0,0,0.0
6806,6806,بغريب يخرج تصريح انني مت بالزكام قتلت مرضي السكلر فالسفاح طليق,True,NEG,msa,376,449,-3.04
6807,6807,تقرير شخصياتعربيههزتعرشايران وقضت مضاجع حزب اللهتعرف عليهم,False,NEU,msa,362,171,1.365
6808,6808,مرسوم بوتين والحزم سوريهبقلم غالب قنديل,False,NEU,msa,833,347,4.868
6809,6809,اعلنها اﻻخوان مصر يعملوا سنه استعداد حتي وصلوا للسلطه سقطوا سنه واحدهلكن حماس اعدت نجحت,True,NEG,msa,9034,9215,-0.3919999999999999
6810,6810,الاخونجيه والاسلاميين يءيد هيلاري كلنتون وينقولون اخبار تفوقها بالاستطلاعات منظمه كير الاخوانيه,False,NEU,egypt,250,136,-0.17600000000000038
6811,6811,طريقه ايقاف ميزه «التعرف عليك» ويندوز,False,NEU,msa,88,76,0.256
6812,6812,مراجعه العلاقات روسيا صداره اجتماعات وزراء دول الناتو,False,NEU,msa,78,36,0.647
6813,6813,اليمنيه روضهالرواد تقيم حفل خطابي وفني سيءون,False,NEU,msa,403,590,0.08100000000000007
6814,6814,رسول الله صلي الله وسلم تحروا ليله القدر الوتر العشر الاواخر رمضان صحيح البخاري ﷺ ﷺ,False,NEU,msa,132219,145483,-0.713
6815,6815,الطلبه السوريون كوبا يشاركون تقديم التعازي بوفاه كاسترو,False,NEU,msa,125,57,0.81
6816,6816,مصطفي احمد الشيخ دخول طلقه سوريا استدعاءي ومجموعه الضباط وهم العميد حسين كليه والعميد,False,NEU,msa,3806,2203,1.6260000000000001
6817,6817,ﻭﺯﺍﺭﺓﺍﻟﺪﻓﺎﻉ ﺍﻟﺮﻭﺳﻴﺔ تعلن ﺍﻟﻴﻮﻡ نقل ﻣﻨﻈﻮﻣﺔ ﺍﻟﺪﻓﺎﻉ ﺍﻟﺠﻮﻱ ﻣﻤﺜﻠﺔ ﺑﺼﻮﺍﺭﻳﺦ ﺇﺱ ﺇﻟﻰ ﻗﻮﺍﺕ ﻧﻈﺎﻡ ﺑﺸﺎﺭ ﺍﻷﺳﺪ ﻓﻲ,False,NEU,msa,444,311,0.244
6818,6818,رءيس مجلس اداره شركه باتا بدانا تصنيع الشبشب الفندقي والفنادق طلبت عينات منهكليوم عمرواديب,False,NEU,msa,272,122,2.058
6819,6819,رغم الحظ اللي ضده مدريد اجمل فريق شفته ٢٠١٢,False,POS,egypt,3803,3366,0.257
6820,6820,كاسترو ثوري ديكتاتور نموذج منيعبدالفتاح صحيفهالرايه,False,NEU,msa,154,90,1.7619999999999998
6821,6821,نوال الزغبي الحجات هتفضل جميله طول,False,POS,egypt,2754,2488,0.05200000000000002
6822,6822,حرضت اسراءيل صناع القرار امريكا اصدار «جاستا» السعوديهفي حاله الحجب,False,NEU,msa,741,295,3.1630000000000003
6823,6823,الله يرحم شهداء العراقحشركم الله الحسين واهل بيته الاطهار ليلهالعاشر,False,NEU,levant,127198,143470,-0.462
6824,6824,عيدالام الام عيد الحياه,False,POS,msa,1768,1714,-0.419
6825,6825,صح وعارف بكاء دم الارهابي اومن يمارس عملا عداءيا الوطن اقترف عملا اعمال العدو ومصريتنا رقم قومي وحسب,False,NEG,msa,7670,5237,-0.8960000000000004
6826,6826,بيتوركا شاف الهلال لعب ١٨٠ دقيقه قدام سيدني وما سجل لعب بالاحتياط المنتشري والدميري وابوسبعان وريح الاساسين طقطقه,False,NEU,msa,13646,15665,-0.093
6827,6827,هاهم اليهود يدرسون التوراه حتي داخل اقسام الشرطه بينما يطالب رموز العلمانيه عندنا بغلق حلقات التحفيظ ونبذ الاسلام بزعم,False,NEG,msa,6936,8671,-0.238
6828,6828,اللهم تسلط علينا بذنوبنا يخافك فينا يرحمنا,False,NEU,msa,1881,3474,-1.655
6829,6829,اليمنيه المفلحي القياده اليمنيه الشرعيه رءاسه وحكومه حريصه عمليه السلام,False,NEU,msa,7,1,1.275
6830,6830,استخراج تاشيره شنغن اسرع وقت وباقل الاسعار الاوراق المطلوبه لاستخراج التاشيرهسفر سياحه اوروبا عروض,False,NEU,msa,4368,5571,-0.202
6831,6831,بصي الحكم معيب رهيب حقنا انتقاده عاوز تمشيها ديني اطلع وقول كده هاتمشيها قانون يبقي لازم ياخد حكم وقاسي كمان وده حكم السعوديه اب اغتصب بنته وقتلها ودفع ديه,False,NEG,msa,25630,22552,1.158
6832,6832,عندي اكتءاب وسطي جميل اوي انا مكتءب بس بضحك اوي حد هزر معايا بقلبها عادي يعني,False,NEU,msa,130924,114301,4.197
6833,6833,القطيف﴿وهو ارسل الرياح بشرا يدي رحمته وانزلنا السماء ماء طهورا﴾ الشيخ محمود خليل الحصريرحمه الله,False,POS,msa,65447,73467,-0.19599999999999998
6834,6834,كلك زوق بجد والاكيد لقيته فينا عندكم لانه فانز اليسا بجننوا متلها قلبا وقالبا تانكيو,False,POS,levant,425,77,6.696
6835,6835,الرفاعي ممثلا للمركز الدولي للوساطه والتحكيم الرباط المجتمع,False,NEU,msa,0,0,0.0
6836,6836,تعرفين عنده جاكيت غوتشي وجاكيت غوتشي غابانا ابغريد ارقي شوي وبعدين وين تلبسه الثوب,False,NEU,egypt,3369,1540,1.333
6837,6837,بيان تعزيه ورثاء مجلس شوري مجاهدي درنه الشيخ نادر العمرانيدرنهطرابلسليبيااغتيالالشيخنادرالعمراني,False,NEU,msa,865,496,1.6470000000000002
6838,6838,فزت فسارمي بمنافستي السجن السيسي بشار الاسد المرشح لرءاسه الولايات المتحده الاميركيه دونالد ترامب,True,NEG,msa,691,202,2.165
6839,6839,مستشار المرشح الجمهوري للرءاسه الاميركيه يءكد دونالد ترامب ينسحب سباق الرءاسهاخبارالان,False,NEU,msa,127,66,0.9169999999999999
6840,6840,ميشيلتويني نريد توجيه اتهام سياسي بقضيه اغتيال جبرانتويني نريد محاكمه عادله ونريد تحريك الملف,False,NEU,msa,431,150,4.257000000000001
6841,6841,اتجنن واخرج المالوف,False,NEG,egypt,0,0,0.0
6842,6842,تاخيررواتببنلادن شركه لادن ووزاره العمل بتاخير رواتب شباب الوطن اعطي خير مثال نجاح رءيه المملكه بصراحه متفاءل,False,NEG,msa,13598,9285,4.459999999999999
6843,6843,انا ساعات كتير ببقي عايز ابقي متحضر يا جماعه بس مابعرفش هاموت نفسي يعني,False,NEG,msa,164343,124872,4.5089999999999995
6844,6844,هكذا تخلت جبهه النصره سلاحها وهربت,False,NEU,msa,354,266,0.174
6845,6845,حمدينصباحيسافوز بالرءاسه وشعبيه السيسيتتراجع بانتظام الاخطاء حد يخبطه دماغه الحزين ده خليه يفوق,True,NEG,egypt,25318,12163,1.08
6846,6846,اللهم اجعلني مطمءن القلب خالي الحزنكلناااالدلماني,False,POS,msa,2128,3777,-1.074
6847,6847,النك حقها بنت الامير خلت مسابقهه ايفون دخلت,False,NEU,gulf,6177,5831,-0.5710000000000001
6848,6848,ياربي انصدمت جستن بيبر,False,NEG,egypt,157,1807,-3.3969999999999994
6849,6849,ابراج التجاره العالميه بنغازي وانا عنديش تي بطلو فكونا تي المكياطه قعدت بجنيه قعدتو تعيطوقالك,False,NEU,magreb,432,415,-0.8899999999999997
6850,6850,بكيو المفروض تسجلونه باسمي,False,POS,gulf,0,0,0.0
6851,6851,السعوديه تنفرد بالقمه واول انتصار لقطر والعراق,False,POS,msa,106,59,0.467
6852,6852,اليابانيين مبعرفوش يضحكوا بس المطلاتيه اللي العرص وبياخدهم منين يروح اللي صقفوا وضحكوا,True,NEG,msa,41440,37675,0.572
6853,6853,برشلونه رفض التخلي لاعبه مبلغا ضخما,False,NEU,msa,288,283,-0.094
6854,6854,رده فعل اهالي القدس قرار منع الصهاينه للاذان رفعوا الاذان اسطح منازلهم فيديو مهيب️ اللهم حرر القدس,False,NEU,msa,8316,7387,1.3480000000000003
6855,6855,بالهدا جوازات فرع القديم استخدم غوغل ماب عشان تعرفي مكانها,False,NEU,gulf,1094,1453,1.3359999999999999
6856,6856,ازيكبعدالتفويضلما تتزنق قول اخوان ولما تفشل قول قطر ولما تموت قول حماس ولما تتوكس قول تركيا ولما تتفضح قول الجزيره,True,NEG,egypt,21231,11238,4.273000000000001
6857,6857,شركالرافضهفيعاشورالايهمني يعذبون انفسهم حتي تخرج دماءهم فهذا شي بينهم خالقهم مايهمني يعتقد المسلمين,False,NEG,msa,13102,20387,-1.603
6858,6858,اللهم امين ربنا ينصرنا منبطحين اردوغان,False,NEU,msa,4152,5385,3.566
6859,6859,استمرار تطور وتجديد كوادر التنظيم المسلح لجماعه الاخوان الارهابيه السادهالمحترمون,False,NEG,msa,355,158,1.231
6860,6860,حطي صوره حفله بيونسيه مو تنسين,False,NEU,gulf,5887,8424,-0.469
6861,6861,مساكم الله بالخير والمسرات حالكم بالخير والمسرات يلا نشوفكم بالخير والمسرات,False,POS,msa,66518,73899,-0.04300000000000001
6862,6862,تحالف انصاربيتالمقدس الحرسالثوري لتنفيذ عمليات ارهابيه مصر مصر الاخوان المدالشيعي عملياتارهابيه,False,NEU,msa,6043,2452,3.064
6863,6863,بوابه اليمن الاخباريه هكذا يستفيد الطلاب الحرب فتحه لسور المدرسه تساعد الطلاب الهربات,True,NEG,msa,354,266,0.174
6864,6864,كفايه عندك التايملاين ولو لسه مش فاهم يبقي مش مشكلتي حتي الردود اللي بتحاول سخافه قله ادب محاوله مش فاهم لغه,False,NEG,egypt,110722,60393,6.196
6865,6865,الاممالمتحده تكشف اعداد يعالجون الايدز متفرقات,False,NEU,msa,77,38,-0.1110000000000001
6866,6866,استمرار التعزيزات العسكريه بالوصول لمحيط الموصل لتحريرها داعش ولايهالفلوجه,False,NEU,egypt,556,229,1.3
6867,6867,اري حل سوي حكومه انقاذ وطني صلاحيات مطلقه,False,NEU,msa,6102,9139,-1.506
6868,6868,المهديالمنتظروصلسورياالمهدي المنتظر وصل سوريا طيب والي وراه منو هرقل فعلا انكم متخلفين والمتخلف يصدق مذهبك,True,NEG,levant,14151,11483,-0.12499999999999989
6869,6869,اسرع هاتف اندرويد الولايات المتحدههاشتاق عربي كنت ترغب الحصول اسرع هاتف,False,NEU,msa,3782,2361,1.423
6870,6870,كنت اعتقد خدمه غوغل ترجمه سيءه جربت بينغ ملك جمال الترجمه غوغل,True,NEG,msa,3627,3033,2.184
6871,6871,اوباما يبحث مساعديه خيار القوه سوريا يلتقي الرءيس الاميركي باراك اوباما مجلسه للامن القومي لبحث,False,NEU,msa,1220,755,3.229
6872,6872,تفضح الحملات الصليبيه حلب القانون الدولي والدول الخمس الاممالمتحده فضحت حكام العرب المنافقين الخونهحلبتبادبسكوتالعرب,True,NEG,msa,42,47,-0.221
6873,6873,باراك اوباما يءدي حركه غريبه البيت الابيض,False,NEU,msa,675,183,2.3689999999999998
6874,6874,تطبيق الرسام الجديد قادم ويندوز,False,NEU,msa,1665,1108,1.1360000000000001
6875,6875,اثيوبيا تتهم مصر بتقديم الدعم المالي والتدريب لعناصر ارهابيه لنسف استقرار البلاد يا سيسي يا مزعزع استقرارهم,False,POS,egypt,113529,57310,2.585
6876,6876,القوميه العربيه والقوميه الاجتماعيهمناظره الجامعه اللبنانيه الدوليهمنفذيهالطلبهالجامعيينفيبيروت,False,NEU,levant,0,0,0.0
6877,6877,ستايلبنطال نامجون الجينز لصور بسعر استرليني ماركه غوتشيما يعادل سعودي,False,NEU,gulf,1868,1049,2.592
6878,6878,حلب اطاحت بكل يتغني بحقوق الانسان حلبتباد رحمه الله جبرانتويني,False,NEG,msa,63707,71800,0.5999999999999999
6879,6879,ابن القندره مخلي بصفحته الذليل بوتن قردوغان الله يلعنك ياجايف يامخمخم اردوغان الذليل بوتن ابن الزنا,False,NEG,msa,69237,74742,5.7410000000000005
6880,6880,تري نسونجي اوباما ادكر بعزا نلسون منديلا نسي حاله رءيسه وزراء دينمارك طلعت مشيل وجخرت خاف بعدها مكانه,True,NEG,gulf,3349,4136,-0.417
6881,6881,السعوديه تطرح سندات دولاريه باول اقتراض السوق الدوليه,False,NEU,msa,110,153,-0.43799999999999994
6882,6882,طقم غوتشي نخباول صناعهتركيه للطلبالتواصلعالواتساوالدايركتللجادينفقط ٠٥٣٦٠١١٥٥٩,False,NEU,msa,97,43,0.69
