,tweet,sarcasm,sentiment,dialect
5446,ياخ زمان كنت بكره جستن بيبر كره هسي تقريبا بسمع ليهو اكتر شي بقي بعيد شديد ياخ الجني دا,False,NEG,gulf
5447,موقف علماء اهل السنه والجماعه المولد النبوي الشريف فضلك طالع البراهين الساطعه يرشدك للحقيقه القاطعه وهذ,False,NEU,msa
5448,هاللعبه مهمتها ترفع الضغط وشكرا,False,NEG,levant
5449,هانت باقي فرقتين فنان منفرد يجي اداء بانقتان,False,NEU,magreb
5450,الاممالمتحده تنتظر موافقه دمشق موسكو هدنه جديده حلب,False,NEU,msa
5451,الجيشالسوري ينفذ كمينا لمسلحين حاولوا عبور منطقه جبابالشعاير الريف الشمالي درعا باتجاه اللجاه اسفر مقتل وجرح منهم,False,NEU,msa
5452,دقاءق يتحدث حبيبنا دعبد المنعم ابو الفتوح قناه الحياه رءيته للاوضاع الاخيره مصر ومسقبل البلد,False,POS,msa
5453,شفروليه تطرح كروس اوفر جديده روسيا,False,NEU,msa
5454,نسخه المعاينه اندرويد قادمه الشهر,False,NEU,msa
5455,المناظره الرءاسيه ميلانياترامب تتالق بتصميم باهظ غوتشي مشاهير,False,NEU,egypt
5456,براين ادامز طبيعي يا بشر احنا مفضوحين زمان نسيتوا ليوناردو فاز بالاوسكار وفضيحتنا معاه مش جديد السنين حنتعدل امتي,False,NEG,msa
5457,٩تقرب جبهه النصره ينتقد بغييها بحق فصاءل الجيش الحر وتراس اللجنه المشتركه الاحرار والنصره,False,NEU,msa
5458,النكته الاخيره لنصرالله يظهر لنا ببيان اخر يقول مغنيه اختطف الجابريه ينتمي لحزب الله بالاساس,True,NEG,msa
5459,الماليه ادراج اصدارات الدين العام وتداولها عبر السوق الماليه السعوديه مال اعمال تداول,False,NEU,msa
5460,موحرام طلاب الجامعات الخاصه يفصفصو بزر نحنا ماعم ننام الليل والله عرفانه انو هيك الوضع كنت ريحت حالي سجلت مفتوح خاصه وبلا عله قلب قسما بالله حرام عم يساوو دكاتره الجامعه فينا,False,NEG,msa
5461,بوب ديلان وصفه بال وقح اسف,False,NEU,msa
5462,قلوبنا مطمءنه ساءت ايامنا,False,POS,msa
5463,عاجل حلب يحدث تحليق كثيف للطيران الحربي غارات عنيفه محيط حي الزهراء حلب القديمه,False,NEU,msa
5464,سيدي الفاضل اعلم جيدا دحلانعميل ضاحيخلفان انما كلاب ضاله اطلقها اسيادهم,True,NEG,msa
5465,الفوزانيطالببربطتويتربالسجلالمدني ولازم تسدد مخالفاتك المروريه ومايكون مديونيه بشركات الاتصالات لاتستبعد,True,NEG,msa
5466,مكوه خنيث فض اغتصاب اخلفي بزاز فلسطين القدس,False,NEG,msa
5467,محافظه صنعاءمديريه همدانتواصل الفعاليات والامسيات بمناسبه ذكري المولدالنبوي الشريفاقيمت فعاليه,False,NEU,msa
5468,مسيره حاشده تضم زعماء دول كوبا لتابين فيدل كاسترو كاسترو كوبا,False,NEU,msa
5469,العربيه⁧طهالياسين⁩ اعدمتهم ⁧ايران⁩ الشعوب ممن ذكرهم الاعلام,False,NEU,msa
5470,المعتقدان الكثيرمن حكامالعرب لايتمنون فوز ترامب لان هيلاريكلنتون افضلوانماهي تبتزهم وتمالءهملكن ترامب سيبتزهم ويفضحهم,False,NEG,egypt
5471,حمله التطهير تدفع ضباطا اتراكا الناتو لطلب اللجوء للتفاصيل اضغط الرابط الوطنالعربي,False,NEU,msa
5472,خلقجميل الشعور بالغير,False,POS,msa
5473,اعتراض صاروخ باليستي حوثي جنوبي السعوديه سكاياخبار,False,NEU,msa
5474,انشهد محد سرق جواءز الحفل بتس,False,NEG,levant
5475,صفه مكتب الارشاد ليجتمع لبحث حكم المحكمه الدستوريه مرسي واخد بكره مرضي,True,NEG,egypt
5476,مني ناسيه بس حتي روسيا عندها مصالحها اولا واخيراقبل مصالح ايه بلد تاني,False,NEG,gulf
5477,الفرق شجاعه طالبات الثانوي بالمحله وجبن مسءولي التعليم ونذاله الاخوان ذاته الفرق مستقبل مصر وماضيها المستقبل قادم وسينتصر حتما,True,NEG,msa
5478,سوره البقره كامله القارء الشيخ محمد ايوب عبر,False,NEU,msa
5479,غوغل تتحكم بيوت الناس,False,NEG,msa
5480,خروج نحو شخص حلب الشرقيه وبدء عمليه الاجلاء كفريا والفوعه,False,NEU,msa
5481,مش مهم الفساد مش مهم السرقه مش مهم غلاء الاسعار اهم اشي الامن والامان والمنتخب الاردن,True,NEG,levant
5482,يسرق فيسبوك مليارات المشاهدات فتره اعلن فيس,False,NEU,msa
5483,اشوف هيلاري كلنتون ودونالد ترمب يتهاوشون اتذكر فام,True,NEU,msa
5484,هههههههههه انا استني جوال غوغل الجديد يكسر الدنيا,False,POS,egypt
5485,عجبك ريكي مارتن اخد شب مننا,False,NEU,gulf
5486,عاجل اردوغان الجمعيه البرلمانيه الناتو نريد منكم تضعوا حدا لتحركات اعضاء المنظمات الارهابيه بلادكم ولانشطتهم الدعاءيه,False,NEU,msa
5487,الله ينكد عليكم هيك امتحان هالصبح,False,NEG,msa
5488,اليمنيه اختتام الدوره التدريبيه للقابلات الصحيات المكلا,False,NEU,msa
5489,الحمد لله تملا الميزان,False,NEU,msa
5490,لايك كارد لبيع البطاقات باسعار منافسه بطاقات ايتونز وبطاقات شحن ستيم جوجل اكس بوكس وبطاقات بلاي ستيشن,False,NEU,msa
5491,بوابهالعاصمه الجامعهالعربيه تءكد مساندتها للاردن لمواجهه الارهاب,False,NEU,msa
5492,الصين ترسل مزيدا الجنود جنوب السودان جنوبالسودان,False,NEU,msa
5493,حصرياسعودي العامه ايران خرقت الاتفاق النووي,False,NEU,msa
5494,شرط ميسي للتجديد برشلونه,False,NEU,msa
5495,مهرجانالقاهرهالسينماءي يحتفل بالسينما الصينيه ويعرض فيلما,False,NEU,msa
5496,الايام قرر اهل القريه يصلوا صلاه الاستسقاء تجمعوا جميعهم للصلاه احدهم يحمل مظله الثقه الله,False,POS,msa
5497,ايوااااا نانسي اليسا❤️الموضوع خطيراليسا اغنيهنانسيعمبتعلقفيك❤️ يدخل الت,False,POS,egypt
5498,رفيق سعد المسيره مستمره سعدالحريري جبرانتوينيرفيقالحريري,False,NEU,levant
5499,تعرف جبهه النصره ههههههه هادوك بالمءه سوريين و ميلشيا شيعيه العراق ولبنان وافغان الخ ماشفتهمش,True,NEU,levant
5500,المقال فيتو اوباما سقط بطريقه مخجله مجلسي الشيوخ والنواب والحليف السعودي تحول عدو والاستعدادات لابتزازه,False,NEU,msa
5501,يحدث تقول الحق وتمسك بالعصايه النص وترفض ادانه عنف السلطههذا الامن الطريقه الاخوانيه,True,NEG,egypt
5502,مرتضي اللي دمر الزمالك وخلاه مسخره النوادي كلها مرشح لرءاسه الجمهوريه وكمان عاوز يقفل الفيس بوك,True,NEG,msa
5503,تعرفي حذاء غوتشي يجمع الكعب العالي والمسطحعبر الرابط,False,NEU,egypt
5504,لمتابعه اخبار ونشاطات مكتب الشهيد السعيد السيد محمد الصدر قدس بغداد والمحافظات الشماليه فيسبوك,False,NEU,msa
5505,هيلاريكلينتون ترامب مختلفان بكل شء قضايا العرب اختلفت اليات منهم لتنفيذ المخطط البعض مخدوعين,False,NEU,msa
5506,عاجل الامطار تتسبب باغلاق طريق البشريهالصفاوي الباديه الشماليه فيديوصحيفهالراي الاردن,False,NEU,msa
5507,غوتشي ام جيفنشي ابتعدي,False,NEU,gulf
5508,تواجد كبير نجوم الفن عزاء الفنان محمودعبدالعزيز بينهم عادلامام محمدرمضان محمدهنيدي,False,NEU,msa
5509,ليوناردو دي كابريو يلتقي اوباما لنقاش قضايا المناخ,False,NEU,msa
5510,السعوديهالاماراتافضل رابط للمباره بث مباشر بدون اعلان ادخل للموقع وانزل للفيديو وشغل,False,NEU,egypt
5511,اهداف مباراه السعوديه الامارات تصفيات كاس العالم,False,NEU,msa
5512,لافروف واشنطن اخطرت موسكو تستطيع بدء المشاورات حلب الاربعاء,False,NEU,msa
5513,الجدار الضفه الغربيه لحصار الفلسطينيين مخيمعينالحلوه لماذا العارفلسطين لبنان,False,NEG,msa
5514,ارمله سوريه مقيمه بالسعوديه تبحث زوج,False,NEU,msa
5515, جهه حكوميه محليه تطلع «الرقابه القانونيه» ريالمدريد برشلونه,False,NEU,msa
5516,سكواد اعدادي فنون جميله,False,NEU,msa
5517,الاتحادبرس بشار الاسد يربح الانتخابات وجيشه لبنان ودمار للخليج سوريا مصر اخبار,False,NEG,msa
5518,الجو يجنن مقدر,False,POS,msa
5519,احلي ضحكه بالعالم كارمنسليمان كارمن محبوبهالعرب اربايدول البوم اخباري اخباري,False,POS,levant
5520,كوبونات خصم سنتر بوينت فوغا كلوسيت السيف كوبون ريفا كود ماكس ليفل شوز موقع جولي شيك ستايلي مفارش الحبيب نمشي اناس اوناس مذركير,False,NEU,msa
5521,انا قلت الخليج قطر والكويت السعوديه كمان يا جاهله يلا النكاح ولك يلا طوبزي ينكحك اوباما,True,NEG,magreb
5522,بالفيديو الجماهير السعوديه تتناول فطور عاشوراء ملعب الجوهره المواطن,False,POS,msa
5523,التعادل نهايه اللقاء قلل فرحه الاهلي خير لانه سيجعل الاياب القاهره حاسما ودور المصريين خلاله حاسم لاعلاء اسم بلدهم وفريقهم,False,POS,msa
5524,هدف بيكيه السادس مدريد ليله جلد مدريد بالسداسيه التاريخيه ملعبه وامام جماهيره,False,POS,msa
5525,ارمله سوريه بالسعوديه تقبل تعدد الزوجات,False,NEU,egypt
5526,ناديننسيبنجيم الاكثر تداولا ليله حتي اللحظه,False,POS,msa
5527,ايمري كولاك ديبورتيفو اردا توران اخي قدوه بالنسبه لي ميسي الافضل انا معجب,False,POS,egypt
5528,انتظروا اليسا عمرواديب برنامج كليومجمعه قناه ٢٣١٢٢٠١٦ الساعه نايل,False,NEU,msa
5529,لبنان شيء ممكن جذا وزير شءون المراه رجل ووزير الثقافه طبيب جراح وهكذا بقيه الحقاءب الوزاريه علاقه بحقيبته,True,NEG,msa
5530,انا قلت لكم غوتشي بدت تستهبل قلت والا ماقلت ماش ضاعت هيبتها,False,NEG,egypt
5531,تحيه وتقدير لچورچ اسحاق ستبقي داءما رمزا للشجاعه والوطنيه وانكار الذات الثوره مدينه لك بالكثير,False,POS,msa
5532,المدن روجيه عوطهنينا هاغن وعجينه الفم المتهكم غناءالصراخ غناء فن ثقافه,False,NEU,msa
5533,طارقالزمر فتاوي برهامي تروج لاغتصاب الامه السلطه,True,NEG,msa
5534,عندي نظره ثاقبهكيف يعني بعينك ثقب,False,NEG,msa
5535,الجيش والداخليه والبلطجيه ايد واحده لارتكاب جراءم وحشيه جديده شعب مصر تظاهراته السلميه اغسطس الشعب يستعيد ثورته,False,NEG,msa
5536,حكيك يخلق العدم فرحه ♡,False,POS,levant
5537,قصدك خبره اجهزه اللاب توب نظام ويندوز,False,NEU,msa
5538,مدريد كلوب اميركا نصف نهاءي مونديال الانديه الخميس ظهرا بتوقيت مكه بتعليق حفيظ الدراجي بال,False,NEU,msa
5539,جيد الاحري يعطي اسماءهم جميعا فردا فردا لاجتناب المغالطات اليس,False,NEU,msa
5540,اطلاق تحديث تراكمي برقم ويندوز المكتبي والهواتف,False,NEU,msa
5541,منتخبهم فقاعه صابون بدون ميسي,True,NEG,msa
5542,اصبحت الغارات ممله اليمن صنعاء,True,NEG,msa
5543,اخر صيحات الموضه لاحذيه غوتشي لربيع,False,NEU,msa
5544,بلد ستشاهد مباراتنا السيتي,False,NEU,msa
5545,جنوب الدحله جنوب غرب القصيماليوم السبت ١٤٤٢٤٢٠ تصويريسقيا وسم امطارالخيرعليالسعوديه,False,POS,msa
5546,كاسيميرو مدريد افضل لاعبين يعجبنني مركزي بوسكيتس غابي تشابي الونسو,False,NEU,msa
5547,سءال المشاعر الاحساسات جان كتبت شعور الفلسطينيين بالظلم افتخار اليهود بما فعلوه فلسطين,False,NEG,msa
5548,المنافسه ابل وسامسونغ تصل سيري,False,NEU,msa
5549,الولاياتالمتحده عاجل الكونغرس الامريكي يمدد العقوبات ايران اخري,False,NEU,msa
5550,حتي المجانين يستحوا انفسهم نراه الاسلام برء منكم العقل نعمه الحمدلله ثبت عقولنا طاعتك شركالرافضهفيعاشورا,False,NEG,msa
5551,اربعماءه جهاز ليست انا اتحدث ويندوز نسخه الهواتف,False,NEU,msa
5552,بوبديلان يصف فوزه نوبل للاداب بانه «مثل الوقوف سطح القمر»,False,POS,msa
5553,شبكه شام الاخباريه القصف الهمجي الاممالمتحده تدعو لتامين وصول فوري حلب,False,NEU,msa
5554,يا رب لي حاجه النفس تعلمها يا رب قل كوني,False,POS,msa
5555,زعماء مليشيا الحشد الشعبي العراق يهددون تركيا واردوغان بغداد ويتوعدون الشركات والمصالح التركيه والافراد العاملين,False,NEU,msa
5556,يتطوع ويبلغ مجلس الامن البوذيين المتطرفين يمارسون الارهاب القطط اركانفدمها اهم المسلمين لديهم,True,NEG,msa
5557,١١ سنه بعدك حرقه بالقلب بس صوتك باقي اعلي ابواق الخونه القتله رح يجي نهار ينتصر النور عالظلمهجبرانتويني,False,NEG,msa
5558,انا قلت لكم غوتشي بدت تستهبل قلت والا ماقلت ماش ضاعت هيبتها,True,NEG,gulf
5559,ليون واكا شكلهم عادي ساتوري شخصيته رهيبهاما غوتشي شكله بثرررررر,True,NEG,egypt
5560,يسالونك الارهاب هاهم الارهابيون اخافوا المنظمات وحقوق الانسانانهم ارهابيون بنظر الاسد وبوتين,True,NEG,msa
5561,لافروف واشنطن سحبت مقترحها حلب لسحب المسلحين روسيا,False,NEU,msa
5562,موجه ثوريه الفاشل مرسي والجماعه الكذابه ارفضه القمع والعقاب الجماعي كفايه كذب وخداع للنفس,False,NEG,egypt
5563,اعرف يعرضون المبالغ الطفل فيصلالغامدي لاغراءه ببيع هديه الملك يدركوا تباع ترد خاصه جاءت والد الجميع,False,NEG,msa
5564,النمسا تخذل اليمين المتطرف واوروبا تتنفس الصعداء,False,NEG,msa
5565,مستوطنون يقتحمون المسجد الاقصي المبارك حمايه قوات الاحتلال,False,NEU,msa
5566,ساعه الاشتياق عقارب تلدغك ثانيه تعيشهاقروبخواطرللدعمقروبفيدررللدعم,False,NEG,msa
5567,ههههههه والله وياك اللي يسمونا الدببه اكلنا وهذاك المعصقل اكل بطريقه مو طبيعيه القدر,True,NEG,msa
5568,قرقاش يهاجم مندوب السعوديه يبكي سقوط الاخوان ومرسي نقده الموقف المصري,False,NEG,msa
5569,ال تصرح قرار الحكام الغاء تسديده روس الاخيره قرارا صحيحا,False,NEU,msa
5570,بابا الازهر دعا لقتال معارضي الانقلابي وكشف جهله بالقران اقصي درجه تشعر بجهله حديثه الجزيه اخر لخبطه,True,NEG,egypt
5571,رصدباور واشنطن توثق الاعتداءات السوريين وستحاسب المسءول,False,NEU,msa
5572,ميريام فارس ربداويه,False,NEU,levant
5573,شركه لنقل العفش وجميع انواع نقل عفش بالرياض بالخرج شركه لنقل الاثاث محتويات المنزل شركهنقلعفشالرياض نقل عفش لانحاء المملكه الدمام خصم الاحساء حوطه بني تميم الخرج جدهالقصيم الطاءف شركه لنقل العفش د,False,NEU,msa
5574,بيونسيه مدري,False,NEU,gulf
5575,كيري وزراء خارجيه دول الناتو يناقشون بروكسل اهميه وحده الحلف حلب سوريا,False,NEU,msa
5576,انا اتوقع ترامب وودي ترامب خلاص ماعاد لامريكا هيبه حكم اوباما الحزب الديمقراطي محتاجين نشوف اكشن جديد,False,NEG,egypt
5577,ناس غاويا كدب وكمان بتخاف فيديو متفبرك تماما مندوبتنا ليسيه الحريه مادخلتش اللجنه اصلا بس حركات مفضوحه,False,NEG,egypt
5578,لاول مره ١٣ سنه روجيه فيدرر رفاييل نادال خارج قاءمه افضل ٤ لاعبين العالم اساطير,False,NEG,msa
5579,مليشيات الحوثي وصالح تواصل ضربها وقصفها لهدنه كيري بكافه الاسلحه اليمن,False,NEG,msa
5580,التعليم ضعف مستوي التعليم الحكومي وازدهار المراكز الخاصه الداءره بعيدا رقابه وزاره التعليم,False,NEU,msa
5581,اوباما يرفع العقوبات بورما تنفيذا للالتزام تعهد الرءيس الامريكي باراك اوباما لوزيره خارجيه ميانمار,False,POS,msa
5582,تقسيم سوريه انتظار الحلسوريا سوريه,False,NEU,msa
5583,نهنء اخواننا الاقباط باختيار الانبا تواضروس بابا الاسكندريه وبطريرك الكرازه المرقسيه بناء وطننا يحتاجنا جميعا معا نبني مصر,False,POS,egypt
5584,حقهم يا داعش يكرهوك لان ربهم هبل انت حركت ربهم,True,NEG,msa
5585,سترتدين لحفله عيد الميلاد اطلالهيومياتي موضه ازياء الميلاد,False,NEU,msa
5586,تنسوا الجيشالعراقي الجيشالسوري دعاءكم,False,NEU,msa
5587,بلحهنيتهسوده دراسه اسراءيليه السيسي يسعي لادماج اسراءيل المتطقه العربيه,True,NEG,egypt
5588,وصلت المطار الدقي دقيقه فعلا ساعه الحظر تتعوضتش,False,NEU,egypt
5589,حامدين راضين متوكلين لك الحمد ربنا اتمم نعمتك علينا وعافيتك وسترك واسعدنا الدنيا والاخره,False,POS,msa
5590,بيت حسن الموسوي يلدا,False,NEU,msa
5591,الناتو نفذ غاره بليبيا دمروا الجيش وقتلوا مقاتل بهدف السيطره خيراتها وسيطرت ايطاليا قاعده الجفره,False,NEU,msa
5592,صاحب قناه الفراعين للمصري انا ملك التوك شو خبر صحيح وصف دقيق طيب الله اوقاتكم,False,NEU,msa
5593,بالفيديو طفل ميريام فارس يلهو ويلعب المنزل,False,NEU,msa
5594,الدكتور الاسواني يهتم بقراءه يصله القراء سواء نقدا ايجابيا سلبيا الشتاءم فانا ازيل قذارتها اولا باول ميشيل الادمن,True,NEU,msa
5595,قناه روسيا الاممالمتحده قلقه مشروع قانون تركي يجيز العفو مذنبين بالاعتد عبر نبض,False,NEU,msa
5596,العبادي يرد اردوغان بالتاكيد لست ندا لك وسنحرر ارضنا برجالنا بالسكايبيتركيا العراق,False,NEU,msa
5597,الكتاب نازل غوغل دور تلاقيه,False,NEU,egypt
5598,رءيس وزراء اليابان يءكد توافر امكانات هاءله لتطوير العلاقات روسيا قنا رءيس الوزراء,False,POS,msa
5599,المشكله الخيال يبدو مليءا بالمعني الواقع معني,False,NEG,msa
5600,كاتي شخص عاطفي صعب يعترف بافضليه مسلسل فلم الانميات يذكرني بنفسي اتابع هاري بوتر تابع ضعف اضعافي,False,NEG,levant
5601, الم اقل لكم ممارسه فاضحه لازدواجيه المعايير وتخوين المعارضين املي تبتلع قطاعات الراي العام الطعم مجددا,False,NEG,msa
5602,شجره عيد الميلاد رمز الحياه النور,False,POS,msa
5603,لبنان يحتفل بعيد ميلاد فيروز الحادي والثمانين,False,POS,levant
5604,الواد احمد الشيخ شغال زي النحله يا جدعان مبيقفش شاء الله مش ممكن والله كدا,False,POS,egypt
5605,امازون وفيه مواقع ثانيه تبيع لك بنص سعر اللعبه الرسمي,False,NEU,egypt
5606,لبنان الرءيس ميشال عون يستقبل الامير خالد الفيصل امير مكه خطوه لاستعاده العلاقات السعوديه ولبنان,False,NEU,msa
5607,انا شدخلني ببريطانيا دوله قانونها فرنسا دوله عظمي اقوي دول العالم وتمنع النقاب ومحترمين قانونها خل يحترموننا,False,NEG,gulf
5608,وزيره البيءه تعترف مشاكل القمامه تحل الاعلام ذبح مرسي لانه يحلها,False,NEG,msa
5609,سوري بس وين نوال الزغبي نجوي كرم كافضل فنانينهني لازم يكونو الكل,False,NEU,levant
5610,✍️ المندوب السعودي الجامعه العربيه يهنيء جيش النظام الطاءفي بطريقه مذله احتلال حلب,True,NEG,msa
5611,ناءب رءيس مجلس الدوله كوبا تشكر الرءيسالاسد صدق مواساته وتعازيه الخالصه بوفاه القاءد كاسترو,False,POS,msa
5612,سولانج شقيقه بيونسيه تتصدر «بيلبورد» الاميركيه,False,POS,msa
5613,ليليبيونسيه❤️,False,POS,msa
5614,كلناااالدلمانيلما اتغير للاسوا بالنسبه لك فتاكد اني تغيرت للاريح بالنسبه لنفسي ونفسي اولي طبعا,False,NEU,egypt
5615,انضموا معنا للاستمتاع باوقات ممتعه الاهل والاصدقاء موسم الاعياد بفندق الخليج البحرين,False,POS,msa
5616,الصبيح الهلال الاحمر يتعاون القطري لتوزيع المساعدات النازحين السوريين,False,NEU,msa
5617,شاءالله قريب فتح حلب,False,POS,msa
5618,كلب هههههههههههههههههههههههههههههههههههههههههههههههههههه,True,NEG,msa
5619,الصحافيه ميشيل جبرانتويني طريقه التعاطي الوزارات وكانها حصص طاءفيه يملكها الاطراف مهزله ووقاحه مقبوله تحالف الجميع فمن يحاسبهم,True,NEG,msa
5620,طبعا العربيون المغاربه تماما النازيين اقاموا معسكرات اباده لمحو الامازيغ البلاد وفر كثير منهم هولندا خالد ايزري,False,NEG,msa
5621,اسرع كهربا رمضان مجتمعين اسرع صلاح كمان رغم كرهي ليه بس بيناسب الخطه الدفاعيه بتاعتنا,False,POS,egypt
5622,حكومهلبنان ناقصها الموهندس وزير الطاقه عندي خطه توليد الكهربا ٢٨٢٨ تكلفه خزينه الدوله,False,NEU,levant
5623, انا برضه اللي بتكلم زي عمر سليمان ده شكله متعلم منكم وبكل امانه انا كنت احترمكم كفايه وهم لحد,True,NEG,egypt
5624,مءلم تري العدو يفتك اليمن سوريا العراق يستحي اءمتنا قنوت النوازل المطالبه الدعاء اساس العده,False,NEG,msa
5625,رسول الله صلي الله وسلمافضل الصيام رمضانشهر الله المحرم وافضل الصلاه الفريضهصلاه الليل حديث صحيح قيامالليل,False,POS,msa
5626,فاطمه نصر دليلك عيد واستهلك,False,POS,msa
5627,الانتخابات الامريكيه يلتزم اردوغان بما الاتفاق بوتين سحب المسلحين حلب فسيتم دكهم التراب,False,NEG,msa
5628,اللهم زد احبتي عفوا وعافيه وتوفيقا وسدادا وصلاحا واحفظهم سوء الخير,False,POS,msa
5629,بلحهنيتهسوده اسراءيل تبرز خطاب السيسي وترحب بسلامه الدافء,True,NEU,egypt
5630,ارق كتب طلب اللقاء عاني الظما بفرقتك استوجب الري رءيتك والسلام,False,POS,msa
5631,بالمناسبه صدفه بحته يتم التفجير المزعوم دقاءق وصول وفد امريكي الكونجرس لبحث الاوضاع مصر,False,NEG,msa
5632,يتم الاعلان اللاعب الثالث سيشارك بطولهمبادله ابوظبياتمني مشاركه فيدرر,False,NEU,msa
5633,نعجه العدو واسد العجزه والاطفالستبقيحلب,True,NEG,levant
5634,سنفعل نستطيع لاسقاط الدستور الباطل,False,NEU,msa
5635,عاجل هءلاء اشراف مصر وكلام خطير صميم الاخوان انصحكم بسماعه,False,NEU,msa
5636,حلب سورياو ايه ال بتعمله روسيا سورياكل الروس ال بيتقتلوا وكل طلعه جويهاكيد مش لله سوريا بشار,False,NEG,levant
5637,رحم الله قادتنا جهودهم عظيمه لراب الصدع الخليجي التمزيق الغير مبرر الاخوان الله يصلح حالنا يا اهل الخليجالمصالحهالخليجيه,False,POS,msa
5638,الهويٰ لملم عناقيده فيروز,False,POS,msa
5639,الاعلام الحكومي المنافق يقول اعتدوا المتظاهرين اهالي عاديون اصبحت زجاجات المولوتوف مستلزمات المطبخ العباسيه,True,NEG,msa
5640,تحيه لجميع النساء يومالمراهالعالمي نحتفي بالمراه وبنتا واختا ورفيقه درب وحياه وصانعه امم,False,POS,msa
5641,مازلنا نعيش عهد اللافعل,False,NEG,msa
5642,سورياباقي القليل العصابات داخل احياء حلب الشرقيهساعات قليله ويعلن تحرير حلب وتصبح المدينه امنه بالكا,False,POS,msa
5643,شاهدي فيديو لابن ميريامفارس داخل المنزل,False,NEU,msa
5644,جميعنا نحاول التعافي شيء يعرف شيءا,False,POS,msa
5645,كلناالدلماني الدلماني يمثلني,False,POS,msa
5646,ايه صحيح انا جيت وسبيتك فجاه مثلما انتي جيتي وسبيتي فجاه متشابهين تماما,False,NEG,msa
5647,عايز اقولك بحبك زمان محمدمحسن,False,POS,egypt
5648,حلقه الامس برنامج وجههنظر الاعلامي الزهريتحركات المنظومه العدليه ومعاول البناء يدتحميويدتبني,False,NEU,msa
5649,اغبيسوالكتبتهبقوقل معلومه حوالي عمليات البحث تتم موقع جوجل تتم لاشخاص يعرفهم جوجل,False,NEU,msa
5650,اخلاقك تقول انك اخوانجي ايامالاخوانالبارات مشغلينهافي رمضان السيسي لبسهم طرح وقفلها رمضانبلوك,True,NEG,egypt
5651,يااااااه يا مالك بترد حاله مر حاله الانقسام شهدتها القوي الديموقراطيه ادت,False,NEG,msa
5652,ينشط السبع ونهاد المشنوق ليكونا عرابا التقارب حزب الله وسط حزب المستقبل,False,NEU,msa
5653,اللي حصل محمود شعبان التحرير افترا لانه ضعيف,False,NEG,egypt
5654, البتاع ده ظابط عديل,False,NEU,egypt
5655,الناتو والاتحاد الاوروبي يقرران برنامج نقطه لت حلفالناتو سياسه,False,NEU,msa
5656,جبرانتويني الجبان اللي اخذ جسد جبران مش ممكن يسكت صوته اللي بعدو برن بالاذن,False,NEU,levant
5657,وزير الدوله للشءون الاقتصاديه جعفر حسان يطلب المزارعين الاجتماع صندوق النقد الدولي لحل ازمتهم بحسب تصريحات ناءب نقيب المهندسين الزراعيين نهاد العليمي,False,NEU,msa
5658,حينما تظن قلبك سيخوض معركه توقف استفزازه بالحديث جمال الحياه الفاهم غلط ادب,False,NEG,msa
5659, هارلم,False,NEU,msa
5660,يبدو عالم متعامي ماسي المسلمين والمستضعفين سوريا فلسطين مصر بورما وغيرها بلدان سيدفع ثمن حرب عال,False,NEG,msa
5661,ولو بتقولوا امن البلد هيتححق بعيد الحقوق الاقتصاديه والاجتماعيه تبقوا واهمين يوسفالحسيني,False,NEG,egypt
5662,الارهاب والكباب,True,NEU,egypt
5663,ورب ظلوم كفيت بحربهفاوقعه المقدور وقوعفما لي الاسلام تعبداوادعيه تتقي بدروع,False,NEU,msa
5664,ابوي يقول عجزتي بتصيرين زي هيلاري كلنتون هههه,True,NEG,gulf
5665,رامي عياش,False,NEU,msa
5666,طبيب يداوي الناس عليل قصه ماخوذه صميم الحياه المصريه صح اعتبارها حياه,False,NEG,msa
5667,ببساطه كده مصرعباره ملك سيسي وزيرجيشحصان شرطهالقضاء تابيهاعلام فيل شعب الباقي شطرنج,True,NEG,egypt
5668, الجزيره حاجه جنب قناته الشملوله اون تي بتتوقع الكوارث حدوثها وتسبق لموقع الحدث,True,NEG,egypt
5669,جمله اعتراضيه الانتخابات عادله,False,NEU,msa
5670,بلا سيسي بلا بطيخ الطريق الصواب يءدي النصر المءزر,False,NEG,egypt
5671,للهدركياغوغل شو فضحت ناس وطلعت ناس ونزلت ناس,True,NEG,gulf
5672,رفع مءات الاردنيين المسيره لافتات كتب النور العدو ظلام وغاز العدو احتلال,False,NEU,msa
5673,وزي ماتشوف اخي مصطفيباسم القدس والحسين وزينب تدمر حلب رءوس اهلها,True,NEG,msa
5674,امزح اسمه غوتشي الجينز,False,NEU,gulf
5675,قالت نجمه بوليوود جاكلين بيونسيه,False,NEU,msa
5676,بتحييش العلمطب ريح تكتب الدستور ليه انتو بتشتغلونا بقي السادهالمحترمون,False,NEG,egypt
5677,مسيرات ومظاهرات انحاء مصر الانقلاب يعبا بالرفض الشعبي واعلام العار يحرضه قتل وقمع شعبه يهزم الشعب,False,NEG,msa
5678,واللي قضاء رمضان مافيه مشكله يقدر يصوم عاشوراء لان عرف عاءشه رضي الله تقضي شهر شعبان تصوم السنن,False,POS,egypt
5679,ينهي اوباما بشار الاسد بنهايه رءاسته,False,NEU,msa
5680,ابو الفتوح الانفلات الامني صناعه علينا مساعده رجال الامن الشرفاء القيام بواجبه,False,POS,egypt
5681,سيرد التحرك الحكومي بريطانيا للتدخل سلطات اتحاد كره القدم تصريح الوزيره كراوتش,False,NEU,msa
5682,لاترخص نفسك لغيري عشان تقهرني لانك انتا وغيري ارخص,False,NEG,egypt
