Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
47887,سقوط _ طائرة _ ماليزية,9,0,sqwT_TA}rp_mAlyzyp,0.6859999999999999
47888,توخي,6,1,twxy,-0.364
47889,وبئيري,5,0,wb}yry,0.175
47890,حيوية,16,0,Hywyp,1.217
47891,لتات,14,2,ltAt,-0.006999999999999999
47892,فهم,586,300,fhm,-0.9490000000000001
47893,sheikh,7,0,sheikh,0.46299999999999997
47894,مشفي,100,6,m$fy,1.053
47895,learn,8,1,learn,-0.11199999999999999
47896,"قليل ,",13,3,"qlyl,",-0.364
47897,وسيم,44,5,wsym,0.39799999999999996
47898,شرطة,328,49,$rTp,0.267
47899,زعم,58,10,zEm,0.063
47900,9 _ 9 _ 9 _ 9 _ 9 _ 9 _ 9 _ 9,7,0,9_9_9_9_9_9_9_9,0.46299999999999997
47901,بيخلص,10,6,byxlS,-1.165
47902,انفرادي,5,0,{nfrAdy,0.175
47903,الطاله,10,0,AlTAlh,0.7809999999999999
47904,جار,130,38,jAr,-0.405
47905,عته,2,6,Eth,-2.464
47906,اخفضو,5,0,AxfDw,0.175
47907,النشاما,7,4,Aln$AmA,-1.147
47908,انعاش,10,1,AnEA$,0.08800000000000001
47909,فدي,147,24,fdy,0.162
47910,استريحوا,5,0,AstryHwA,0.175
47911,جامعة _ الانحراف,4,7,jAmEp_AlAnHrAf,-2.0869999999999997
47912,فيه ?,6,0,fyh?,0.32899999999999996
47913,اعتد,11,0,{Etd,0.868
47914,عبثية,6,3,Ebvyp,-1.057
47915,كيوت,57,11,kywt,-0.040999999999999995
47916,معوض,24,0,mEwD,1.6019999999999999
47917,"العبارة ,",6,0,"AlEbArp,",0.32899999999999996
47918,السبع _ وصايا,19,2,AlsbE_wSAyA,0.281
47919,ماتمنيت,20,0,mAtmnyt,1.4280000000000002
47920,ذاشهد,8,0,*A$hd,0.581
47921,خانق,11,12,xAnq,-1.6969999999999998
47922,ادعوني _ استجب _ لكم,7,0,AdEwny_Astjb_lkm,0.46299999999999997
47923,بطريق,6,2,bTryq,-0.769
47924,ميكونش,5,0,mykwn$,0.175
47925,وراثي,5,0,wrAvy,0.175
47926,alain,5,1,alain,-0.518
47927,تصفح,32,8,tSfH,-0.317
47928,l,69,58,l,-1.446
47929,تربع,6,0,trbE,0.32899999999999996
47930,اندحار,30,0,{ndHAr,1.817
47931,مصطفي _ محمود,25,0,mSTfy_mHmwd,1.642
47932,ازاء,18,0,AzA',1.328
47933,شمويل,8,0,$mwyl,0.581
47934,عاتق,16,2,EAtq,0.11800000000000001
47935,ساوي,86,26,sAwy,-0.446
47936,سبحة,47,6,sbHp,0.309
47937,اسدل,10,0,Asdl,0.7809999999999999
47938,ماكرو,1,11,mAkrw,-3.408
47939,رياضة,182,26,ryADp,0.297
47940,شنطة,205,6,$nTp,1.765
47941,esfahan,5,0,esfahan,0.175
47942,اتوبيس,8,3,Atwbys,-0.8059999999999999
47943,فتيحي,34,5,ftyHy,0.147
47944,ز,22,2,z,0.42
47945,[الحاقة,30,0,[AlHAqp,1.817
47946,ميونيخ,8,0,mywnyx,0.581
47947,تبادل,145,24,tbAdl,0.14800000000000002
47948,ياخدك,6,2,yAxdk,-0.769
47949,متقبلا,74,0,mtqblA,2.701
47950,بروفيل,5,0,brwfyl,0.175
47951,اوغل,5,0,Awgl,0.175
47952,شيبة,11,4,$ybp,-0.741
47953,يساري,5,0,ysAry,0.175
47954,الظابط,6,3,AlZAbT,-1.057
47955,حملة _ مليون _ ديوث,7,4,Hmlp_mlywn_dywv,-1.147
47956,خرطوم,29,31,xrTwm,-1.681
47957,بيحب,38,15,byHb,-0.726
47958,9 سنين,7,1,9snyn,-0.23
47959,غضب,426,71,gDb,0.16399999999999998
47960,ترجع,21,7,trjE,-0.605
47961,ماتو,18,4,mAtw,-0.282
47962,اقال,18,6,AqAl,-0.618
47963,از,80,33,Az,-0.748
47964,عليه ),21,0,Elyh),1.474
47965,ندب,19,0,ndb,1.379
47966,الانحراف _ يفرض _ نفسه,8,7,AlAnHrAf_yfrD_nfsh,-1.499
47967,يابعد,30,2,yAbEd,0.7190000000000001
47968,جائت,5,0,jA}t,0.175
47969,العاهل _ السعودي,7,0,AlEAhl_AlsEwdy,0.46299999999999997
47970,بعيو,6,0,bEyw,0.32899999999999996
47971,تباعد,18,0,tbAEd,1.328
47972,بهاليوم,5,0,bhAlywm,0.175
47973,تبادل _ اعلاني,28,23,tbAdl_AElAny,-1.4269999999999998
47974,ياعمري,9,2,yAEmry,-0.413
47975,معا _ نحو _ تقرير _ المصير,10,0,mEA_nHw_tqryr_AlmSyr,0.7809999999999999
47976,سوح,5,0,swH,0.175
47977,حزم,27,6,Hzm,-0.23
47978,مشرك,82,7,m$rk,0.723
47979,عزوة,25,22,Ezwp,-1.494
47980,9 فقط,5,0,9fqT,0.175
47981,تلاعب,50,7,tlAEb,0.23600000000000002
47982,يود,10,4,ywd,-0.828
47983,ارهاق,24,3,ArhAq,0.21600000000000003
47984,كم _ العيديات _ اللي _ جتك _ للحين,6,6,km_AlEydyAt_Ally_jtk_llHyn,-1.617
47985,متتابع,5,0,mttAbE,0.175
47986,خليع,5,1,xlyE,-0.518
47987,سوء,664,57,sw',0.823
47988,beach,20,3,beach,0.042
47989,الجلالين,152,0,AljlAlyn,3.4139999999999997
47990,"تفعله ,",5,0,"tfElh,",0.175
47991,لباقة,8,1,lbAqp,-0.11199999999999999
47992,ومابيك,0,8,wmAbyk,-3.8139999999999996
47993,يرجعون ),12,1,yrjEwn),0.255
47994,تنامي,18,16,tnAmy,-1.505
47995,هرمزكان,7,1,hrmzkAn,-0.23
47996,ضجة,10,1,Djp,0.08800000000000001
47997,الرحمين,41,0,AlrHmyn,2.121
47998,ساعة _ استجابه,24,4,sAEp_AstjAbh,-0.006999999999999999
47999,ماينطفي,7,0,mAynTfy,0.46299999999999997
48000,مصطاف,2,8,mSTAf,-2.715
48001,بتعافر,0,13,btEAfr,-4.256
48002,", فان",14,1,",fAn",0.39799999999999996
48003,ترفيهي,8,9,trfyhy,-1.722
48004,جهاز,410,65,jhAz,0.212
48005,رتويت _ نجم _ الهلال,6,0,rtwyt_njm_AlhlAl,0.32899999999999996
48006,زلل,16,2,zll,0.11800000000000001
48007,كد,991,390,kd,-0.6859999999999999
48008,اوقات _ ممتعة,5,0,AwqAt_mmtEp,0.175
48009,هو,7449,1520,hw,-0.027999999999999997
48010,غايب,40,8,gAyb,-0.1
48011,قمامة,23,5,qmAmp,-0.23
48012,مجبور,21,11,mjbwr,-1.01
48013,الحمدلله,6561,51,AlHmdllh,3.221
48014,هيكتب,6,1,hyktb,-0.364
48015,وهيب,12,0,whyb,0.948
48016,غزة _ تق,8,0,gzp_tq,0.581
48017,برمج,14,0,brmj,1.091
48018,"جميل ,",34,0,"jmyl,",1.939
48019,كيف,2045,315,kyf,0.251
48020,اطار,93,10,ATAr,0.529
48021,مصادفة,16,0,mSAdfp,1.217
48022,كتابي,42,0,ktAby,2.145
48023,ياسلام,12,0,yAslAm,0.948
48024,امساك,19,0,AmsAk,1.379
48025,كابد,6,1,kAbd,-0.364
48026,بوتوم,1,5,bwtwm,-2.715
48027,وواحساسك,5,0,wwAHsAsk,0.175
48028,تغريب,7,2,tgryb,-0.636
48029,مدمع,12,2,mdmE,-0.15
48030,كوفي,30,3,kwfy,0.431
48031,نكي,12,23,nky,-2.23
48032,ميز,91,9,myz,0.603
48033,نقع,10,1,nqE,0.08800000000000001
48034,"والجبن ,",7,0,"wAljbn,",0.46299999999999997
48035,مزعج,52,14,mzEj,-0.354
48036,مسابق,23,3,msAbq,0.175
48037,الصدور ),7,1,AlSdwr),-0.23
48038,ركز,77,22,rkz,-0.395
48039,هرة,7,0,hrp,0.46299999999999997
48040,""" كروت",5,0,"""krwt",0.175
48041,سويد,117,5,swyd,1.3619999999999999
48042,تحطيم,15,13,tHTym,-1.483
48043,باسورد,6,0,bAswrd,0.32899999999999996
48044,فاتي,10,0,fAty,0.7809999999999999
48045,الو,35,17,Alw,-0.9229999999999999
48046,كنز _ المسلم,18,0,knz_Almslm,1.328
48047,قلد,40,9,qld,-0.20600000000000002
48048,محيا,41,0,mHyA,2.121
48049,نفسي ),6,0,nfsy),0.32899999999999996
48050,متجر,203,17,mtjr,0.8109999999999999
48051,القسامي,30,1,AlqsAmy,1.124
48052,country,12,2,country,-0.15
48053,يوم _ جديد,14,0,ywm_jdyd,1.091
48054,متزوج,85,37,mtzwj,-0.8
48055,ا =,15,17,A=,-1.734
48056,تغافل,37,1,tgAfl,1.328
48057,متقاعد,34,4,mtqAEd,0.32899999999999996
48058,تلين,8,0,tlyn,0.581
48059,خد,314,103,xd,-0.508
48060,ماحلفت,5,0,mAHlft,0.175
48061,activist,62,0,activist,2.5269999999999997
48062,مدور,7,2,mdwr,-0.636
48063,تعفن,5,0,tEfn,0.175
48064,مصدرعسكري,5,0,mSdrEskry,0.175
48065,مضيع,12,4,mDyE,-0.6609999999999999
48066,سدة,7,0,sdp,0.46299999999999997
48067,ينعاد,5,5,ynEAd,-1.617
48068,"حب ,",13,0,"Hb,",1.022
48069,زبر,2,10,zbr,-2.9160000000000004
48070,جدااا,12,4,jdAAA,-0.6609999999999999
48071,فاخر,72,11,fAxr,0.18899999999999997
48072,جراج,9,0,jrAj,0.6859999999999999
48073,اجراء,144,44,AjrA',-0.446
48074,يونيسكو,5,0,ywnyskw,0.175
48075,فوزان,62,23,fwzAn,-0.6509999999999999
48076,سفاح,25,51,sfAH,-2.31
48077,ترحال,14,14,trHAl,-1.617
48078,غلبة,104,4,glbp,1.4280000000000002
48079,تشربو,10,0,t$rbw,0.7809999999999999
48080,مابيك,6,3,mAbyk,-1.057
48081,9 \ 9,10,8,9\9,-1.416
48082,مانشستر _ يونايتد,8,0,mAn$str_ywnAytd,0.581
48083,محمل,52,3,mHml,0.9670000000000001
48084,وديع,7,2,wdyE,-0.636
48085,سمان,10,0,smAn,0.7809999999999999
48086,روعاتي,17,0,rwEAty,1.274
48087,غمام,14,0,gmAm,1.091
48088,ههههههههههههههههه,15,16,hhhhhhhhhhhhhhhhh,-1.6769999999999998
48089,الاوعذابي,9,0,AlAwE*Aby,0.6859999999999999
48090,البقرة ),7,0,Albqrp),0.46299999999999997
48091,تنازع,17,0,tnAzE,1.274
48092,شي _ حلو _ بحرف _ س,0,5,$y_Hlw_bHrf_s,-3.408
48093,قناة _ الريان,5,0,qnAp_AlryAn,0.175
48094,برئ,16,3,br},-0.17
48095,توفيق _ عكاشة,66,7,twfyq_EkA$p,0.509
48096,فذوقوا,5,1,f*wqwA,-0.518
48097,قمعي,5,0,qmEy,0.175
48098,حيزت,17,1,Hyzt,0.581
48099,ركع,22,3,rkE,0.133
48100,شفر,7,1,$fr,-0.23
48101,ردف,17,7,rdf,-0.8059999999999999
48102,عشبي,5,0,E$by,0.175
48103,اراق,10,0,ArAq,0.7809999999999999
48104,عظم,169,12,EZm,0.9540000000000001
48105,صورمضحكه,0,8,SwrmDHkh,-3.8139999999999996
48106,سدي,10,0,sdy,0.7809999999999999
48107,عام 9,8,5,EAm9,-1.2109999999999999
48108,نفيس,21,1,nfys,0.7809999999999999
48109,شورب,7,1,$wrb,-0.23
48110,بلغة,566,15,blgp,1.9509999999999998
48111,لااا,11,4,lAAA,-0.741
48112,تكريت,61,1,tkryt,1.817
48113,خليلي,11,1,xlyly,0.175
48114,معرس,7,0,mErs,0.46299999999999997
48115,سهو,15,1,shw,0.46299999999999997
48116,نصيحة _ لهاجر _ القران,6,0,nSyHp_lhAjr_AlqrAn,0.32899999999999996
48117,ارتشف,30,1,{rt$f,1.124
48118,نفض,38,1,nfD,1.354
48119,صادق,554,50,SAdq,0.7709999999999999
48120,الجيس,6,0,Aljys,0.32899999999999996
48121,( mariam9mohammed,0,12,(mariam9mohammed,-4.1819999999999995
48122,العدون,5,0,AlEdwn,0.175
48123,اجرها _ لموتانا,9,0,AjrhA_lmwtAnA,0.6859999999999999
48124,تزاحم,21,9,tzAHm,-0.828
48125,. . . . . . .,118,26,.......,-0.133
48126,"قلبهم ,",8,0,"qlbhm,",0.581
48127,بيريز,36,7,byryz,-0.085
48128,اذربايجان,20,0,A*rbAyjAn,1.4280000000000002
48129,عطتك,5,0,ETtk,0.175
48130,قولت,49,12,qwlt,-0.26899999999999996
48131,ماودي,49,0,mAwdy,2.295
48132,دناءة,8,1,dnA'p,-0.11199999999999999
48133,مانكير,9,0,mAnkyr,0.6859999999999999
48134,بتحبه,109,29,btHbh,-0.317
48135,انقلب,91,16,{nqlb,0.07200000000000001
48136,باري,54,8,bAry,0.19399999999999998
48137,back,10,3,back,-0.605
48138,شماغ,9,1,$mAg,-0.006999999999999999
48139,وقهرالرجالذ,7,0,wqhrAlrjAl*,0.46299999999999997
48140,"اجملها ,",6,0,"AjmlhA,",0.32899999999999996
48141,بطيخ,46,7,bTyx,0.154
48142,تدعيلك,5,0,tdEylk,0.175
48143,شقرديه,5,0,$qrdyh,0.175
48144,"رمضان """,6,0,"rmDAn""",0.32899999999999996
48145,تمريض,18,7,tmryD,-0.752
48146,استرد,17,0,{strd,1.274
48147,"البشر ,",8,0,"Alb$r,",0.581
48148,سطحي,14,30,sTHy,-2.342
48149,كوع,22,5,kwE,-0.273
48150,الدنيا ;,9,0,AldnyA;,0.6859999999999999
48151,ff _ _ _,0,17,ff___,-4.507
48152,"اعمالك ,",5,0,"AEmAlk,",0.175
48153,ياباشا,6,1,yAbA$A,-0.364
48154,نكر,22,5,nkr,-0.273
48155,مرزوق,14,6,mrzwq,-0.8540000000000001
48156,united,5,0,united,0.175
48157,eslam,6,4,eslam,-1.28
48158,العيال _ كبرت,14,0,AlEyAl_kbrt,1.091
48159,كوس,6,3,kws,-1.057
48160,اعدم,28,15,AEdm,-1.022
48161,تراهه,7,0,trAhh,0.46299999999999997
48162,وليد,132,22,wlyd,0.138
48163,حافظ,590,43,HAfZ,0.981
48164,fine,5,0,fine,0.175
48165,مقهي,52,22,mqhy,-0.782
48166,ا . ا,8,2,A.A,-0.518
48167,نجف,18,3,njf,-0.057999999999999996
48168,بتشتري,15,0,bt$try,1.156
48169,احدث,183,29,AHdv,0.19699999999999998
48170,ابرد,6,6,Abrd,-1.617
48171,than,14,2,than,-0.006999999999999999
48172,دوسري,48,14,dwsry,-0.433
48173,زاي,7,5,zAy,-1.329
48174,عنتر,6,1,Entr,-0.364
48175,شجيرة,6,0,$jyrp,0.32899999999999996
48176,ربي,115,9,rby,0.8340000000000001
48177,حرمة,41,16,Hrmp,-0.7120000000000001
48178,زواج _ مسيار,5,0,zwAj_msyAr,0.175
48179,خادم _ الحرمين,20,1,xAdm_AlHrmyn,0.735
48180,xbox,11,0,xbox,0.868
48181,الدولة _ الاسلامية _ تحرر _ اللواء 9,0,7,Aldwlp_AlAslAmyp_tHrr_AllwA'9,-3.696
48182,هذا ?,8,2,h*A?,-0.518
48183,هاني _ نقشبندي,5,2,hAny_nq$bndy,-0.9229999999999999
48184,ريع,6,2,ryE,-0.769
48185,شعاع,34,2,$EAE,0.84
48186,"واحسانك ,",5,0,"wAHsAnk,",0.175
48187,خروف,45,51,xrwf,-1.739
48188,تسيب,64,6,tsyb,0.612
48189,صهاينا,7,0,ShAynA,0.46299999999999997
48190,ماليس,14,1,mAlys,0.39799999999999996
48191,بوتين,28,2,bwtyn,0.652
48192,له ?,6,2,lh?,-0.769
48193,السيسي _ رئيسا _ لمصر,2,6,Alsysy_r}ysA_lmSr,-2.464
48194,ذكري _ الغزو _ العراقي,21,0,*kry_Algzw_AlErAqy,1.474
48195,اجرة,451,169,Ajrp,-0.639
48196,اسماء _ الله _ الحسني,8,2,AsmA'_Allh_AlHsny,-0.518
48197,مسهوك,0,6,mshwk,-3.562
48198,انجد,5,0,Anjd,0.175
48199,محظور,18,2,mHZwr,0.22899999999999998
48200,اذكروه _ بدعوة,8,0,A*krwh_bdEwp,0.581
48201,اسماعيلي,78,2,AsmAEyly,1.6540000000000001
48202,ق 9,20,3,q9,0.042
48203,احكم,30,2,AHkm,0.7190000000000001
48204,عجن,7,3,Ejn,-0.9229999999999999
48205,"العسكرية ,",6,0,"AlEskryp,",0.32899999999999996
48206,"منها ,",16,0,"mnhA,",1.217
48207,اودع,116,16,AwdE,0.312
48208,تطبيق _ قراني,30,0,tTbyq_qrAny,1.817
48209,قذر,45,51,q*r,-1.739
48210,تلاحم,8,2,tlAHm,-0.518
48211,ذكرة,18,5,*krp,-0.46399999999999997
48212,فريق _ العفة,7,0,fryq_AlEfp,0.46299999999999997
48213,مختطف,13,7,mxtTf,-1.057
48214,عقدة,95,5,Eqdp,1.156
48215,مخبت,7,0,mxbt,0.46299999999999997
48216,غسل,243,30,gsl,0.447
48217,شرايكم,10,5,$rAykm,-1.01
48218,كلام _ علي _ ورق,6,1,klAm_Ely_wrq,-0.364
48219,عري,15,3,Ery,-0.23
48220,فقط,1828,238,fqT,0.419
48221,thanks _ mads _ gilbert,5,0,thanks_mads_gilbert,0.175
48222,نزح,22,0,nzH,1.5190000000000001
48223,لثة,9,6,lvp,-1.26
48224,تمركز,17,4,tmrkz,-0.336
48225,هاشتاقات,39,9,hA$tAqAt,-0.23
48226,جوز,42,13,jwz,-0.494
48227,""" حكم",10,0,"""Hkm",0.7809999999999999
48228,omar,2,19,omar,-3.514
48229,انهدم,7,3,{nhdm,-0.9229999999999999
48230,صدام,57,16,SdAm,-0.389
48231,سوية,28,10,swyp,-0.647
48232,كرية,20,0,kryp,1.4280000000000002
48233,المحلاوي,6,0,AlmHlAwy,0.32899999999999996
48234,اختلف,203,48,{xtlf,-0.19
48235,اربع,440,74,ArbE,0.155
48236,ابداء,11,2,AbdA',-0.23
48237,دمشق,164,51,dm$q,-0.462
48238,ياحبيب,15,0,yAHbyb,1.156
48239,مازندران,35,0,mAzndrAn,1.9669999999999999
48240,مهد,19,11,mhd,-1.1059999999999999
48241,اعتز,29,1,{Etz,1.091
48242,go,9,4,go,-0.9229999999999999
48243,احمق,73,32,AHmq,-0.809
48244,المدينة _ الفاضلة,0,9,Almdynp_AlfADlp,-3.9189999999999996
48245,شوكولت,6,0,$wkwlt,0.32899999999999996
48246,دراسة,207,57,drAsp,-0.33899999999999997
48247,جلي,28,2,jly,0.652
48248,بعدالسلام,13,0,bEdAlslAm,1.022
48249,مشمر,6,0,m$mr,0.32899999999999996
48250,ونبصر ),5,0,wnbSr),0.175
48251,ياعزيز,44,3,yAEzyz,0.804
48252,غيبوبة,19,8,gybwbp,-0.818
48253,باهظ,11,0,bAhZ,0.868
48254,نهضاوي,11,3,nhDAwy,-0.518
48255,) :,38,13,):,-0.5920000000000001
48256,علمتنا _ غزة,5,0,ElmtnA_gzp,0.175
48257,حليم,123,15,Hlym,0.431
48258,d,268,25,d,0.72
48259,جديد _ الفنان,0,14,jdyd_AlfnAn,-4.325
48260,رمج,8,0,rmj,0.581
48261,لازم,556,213,lAzm,-0.66
48262,حسو,0,9,Hsw,-3.9189999999999996
48263,هام,660,73,hAm,0.573
48264,كوب _ كيك,6,7,kwb_kyk,-1.75
48265,وجهة,56,19,wjhp,-0.569
48266,شغل,427,96,$gl,-0.132
48267,مخيم,197,19,mxym,0.6759999999999999
48268,عيوون,7,0,Eywwn,0.46299999999999997
48269,دبب,8,0,dbb,0.581
48270,تنموي,8,10,tnmwy,-1.817
48271,افتبارك,5,0,{ftbArk,0.175
48272,رواد _ الاعمال,0,7,rwAd_AlAEmAl,-3.696
48273,قروب _ بلاك _ بيري,7,0,qrwb_blAk_byry,0.46299999999999997
48274,"امانينا ,",10,0,"AmAnynA,",0.7809999999999999
48275,الستير,7,0,Alstyr,0.46299999999999997
48276,افعل,16,1,AfEl,0.524
48277,الصادقين ),5,0,AlSAdqyn),0.175
48278,مبهرة,11,0,mbhrp,0.868
48279,اميرة _ الورد,23,0,Amyrp_Alwrd,1.561
48280,وررد,6,0,wrrd,0.32899999999999996
48281,لهث,9,3,lhv,-0.7
48282,غزة _ تجاهد,38,6,gzp_tjAhd,0.10099999999999999
48283,اهتمام,501,59,{htmAm,0.508
48284,طاعن,6,0,TAEn,0.32899999999999996
48285,مها,18,9,mhA,-0.975
48286,افتقر,16,0,{ftqr,1.217
48287,اضل,102,14,ADl,0.31
48288,ياعظيم,7,0,yAEZym,0.46299999999999997
48289,الباهي,6,0,AlbAhy,0.32899999999999996
48290,خافق,41,11,xAfq,-0.364
48291,نعناع,8,1,nEnAE,-0.11199999999999999
48292,واتس,84,28,wAts,-0.541
48293,"مضي ,",6,0,"mDy,",0.32899999999999996
48294,مفطر,28,2,mfTr,0.652
48295,شهراني,29,7,$hrAny,-0.295
48296,اكرة,16,3,Akrp,-0.17
48297,فريد _ الديب,8,0,fryd_Aldyb,0.581
48298,تذكرة _ سفر,12,0,t*krp_sfr,0.948
48299,ضوضاء,7,0,DwDA',0.46299999999999997
48300,خرق,39,6,xrq,0.126
48301,نداء,145,18,ndA',0.423
48302,النسكافيه,5,0,AlnskAfyh,0.175
48303,ميكنة,6,3,myknp,-1.057
48304,"جنتك ,",20,0,"jntk,",1.4280000000000002
48305,سامع,34,5,sAmE,0.147
48306,يوناني,5,0,ywnAny,0.175
48307,صلاةالفجر,6,1,SlApAlfjr,-0.364
48308,برميل,107,28,brmyl,-0.302
48309,نبتة,11,1,nbtp,0.175
48310,اشعل,93,17,A$El,0.036000000000000004
48311,رابية,12,0,rAbyp,0.948
48312,فلسطنيين,5,0,flsTnyyn,0.175
48313,جروب,5,1,jrwb,-0.518
48314,شبق,8,1,$bq,-0.11199999999999999
48315,كرامة,443,59,krAmp,0.385
48316,لول,5,19,lwl,-2.821
48317,اباضي,7,2,AbADy,-0.636
48318,منجم,15,0,mnjm,1.156
48319,ذكاء,77,31,*kA',-0.726
48320,فالح,14,4,fAlH,-0.518
48321,دافع,274,55,dAfE,-0.025
48322,كبلز,9,5,kblz,-1.1059999999999999
48323,ايلاف,7,2,AylAf,-0.636
48324,بتعصبني,5,1,btESbny,-0.518
48325,يغفرلك,9,0,ygfrlk,0.6859999999999999
48326,انتهي,778,98,{nthy,0.446
48327,ملك,2735,270,mlk,0.696
48328,طعن,136,22,TEn,0.168
48329,مرجو,5,0,mrjw,0.175
48330,بث,275,18,bv,1.0590000000000002
48331,جيزة,116,6,jyzp,1.2
48332,"روعاتنا ,",5,0,"rwEAtnA,",0.175
48333,ياذوق,14,0,yA*wq,1.091
48334,عضوي,10,4,EDwy,-0.828
48335,حام,17,2,HAm,0.175
48336,جميلهءه,16,0,jmylh'h,1.217
48337,ضيفوه,5,1,Dyfwh,-0.518
48338,فوف,20,3,fwf,0.042
48339,ذفيديوذ,110,4,*fydyw*,1.484
48340,hope,22,3,hope,0.133
48341,تابعني + اتابعك,3,6,tAbEny+AtAbEk,-2.176
48342,? ? ? ?,31,5,????,0.057
48343,ومتعقدهاش,6,0,wmtEqdhA$,0.32899999999999996
48344,saudiarabia,26,0,saudiarabia,1.679
48345,احتجاج,87,6,{HtjAj,0.915
48346,اجال,43,9,AjAl,-0.135
48347,شتي,49,10,$ty,-0.102
48348,wonder,11,0,wonder,0.868
48349,متدين,12,7,mtdyn,-1.131
48350,استقلال,105,3,{stqlAl,1.661
48351,ماعلي,5,0,mAEly,0.175
48352,مساح,13,1,msAH,0.32899999999999996
48353,مغتصب,153,22,mgtSb,0.285
48354,بغض,38,5,bgD,0.255
48355,بيخاف,13,6,byxAf,-0.9229999999999999
48356,اسطورة _ الصور,18,0,AsTwrp_AlSwr,1.328
48357,اغنيلك,7,0,Agnylk,0.46299999999999997
48358,دين,2385,254,dyn,0.62
48359,محال,15,3,mHAl,-0.23
48360,صباح _ الخير _ يا _ عرب,47,0,SbAH_Alxyr_yA_Erb,2.255
48361,هري,11,0,hry,0.868
48362,شبيحة,18,6,$byHp,-0.618
48363,صافيناز,16,8,SAfynAz,-0.981
48364,اراكان,16,6,ArAkAn,-0.7290000000000001
48365,اسعاد,90,15,AsEAd,0.122
48366,بتراقبك,9,0,btrAqbk,0.6859999999999999
48367,وقوف,158,12,wqwf,0.887
48368,سرير,87,18,sryr,-0.084
48369,بيتكلموا,7,3,bytklmwA,-0.9229999999999999
48370,قشر,43,2,q$r,1.069
48371,بشرة,444,17,b$rp,1.591
48372,( مصدر,8,0,(mSdr,0.581
48373,ماكس,7,0,mAks,0.46299999999999997
48374,"سخطك ,",7,0,"sxTk,",0.46299999999999997
48375,عاني,240,48,EAny,-0.024
48376,( سواء,5,1,(swA',-0.518
48377,معطل,6,1,mETl,-0.364
48378,هداية,158,7,hdAyp,1.3730000000000002
48379,كلاين,8,1,klAyn,-0.11199999999999999
48380,يارجل,5,7,yArjl,-1.9040000000000001
48381,الغدا,6,2,AlgdA,-0.769
48382,وداعة,9,0,wdAEp,0.6859999999999999
48383,proud,5,2,proud,-0.9229999999999999
48384,حقيقي,605,74,Hqyqy,0.473
48385,انبل,5,0,Anbl,0.175
48386,قسم,315,99,qsm,-0.466
48387,كلمتين _ وبس,9,5,klmtyn_wbs,-1.1059999999999999
48388,مفقود,232,30,mfqwd,0.4
48389,تجويع,5,2,tjwyE,-0.9229999999999999
48390,مدخل,284,12,mdxl,1.4709999999999999
48391,( سبحان,19,0,(sbHAn,1.379
48392,الارطاويه,9,0,AlArTAwyh,0.6859999999999999
48393,افضل,1846,232,AfDl,0.45399999999999996
48394,ارتعد,5,2,{rtEd,-0.9229999999999999
48395,اواب,76,0,AwAb,2.727
48396,طابا,23,0,TAbA,1.561
48397,تظاهري,6,0,tZAhry,0.32899999999999996
48398,رجح,15,1,rjH,0.46299999999999997
48399,طحينة,5,0,THynp,0.175
48400,صعود,27,3,SEwd,0.32899999999999996
48401,حوض,62,4,HwD,0.917
48402,صربي,9,0,Srby,0.6859999999999999
48403,مرئي,20,53,mr}y,-2.5610000000000004
48404,طايب,5,0,TAyb,0.175
48405,سبيل,726,104,sbyl,0.318
48406,ذكر _ الله _ يسعدني,27,0,*kr_Allh_ysEdny,1.716
48407,حسيت,59,7,Hsyt,0.39799999999999996
48408,person,6,0,person,0.32899999999999996
48409,( كل,9,1,(kl,-0.006999999999999999
48410,"عليه ,",23,5,"Elyh,",-0.23
48411,بورسعيد,54,6,bwrsEyd,0.445
48412,mly $ yaypg,37,0,mly$yaypg,2.021
48413,الفولورز,5,3,Alfwlwrz,-1.2109999999999999
48414,ضد _ الانقلاب,42,13,Dd_AlAnqlAb,-0.494
48415,دياثه,57,120,dyAvh,-2.352
48416,تايلند,22,1,tAylnd,0.826
48417,عتب,90,18,Etb,-0.05
48418,برازيلي,34,8,brAzyly,-0.258
48419,كلاش,7,1,klA$,-0.23
48420,وخز,29,2,wxz,0.6859999999999999
48421,حض,47,9,HD,-0.048
48422,زياد _ المنصور,7,0,zyAd_AlmnSwr,0.46299999999999997
48423,"الصدر ,",26,0,"AlSdr,",1.679
48424,حسبناالله,6,2,HsbnAAllh,-0.769
48425,اذناب _ الصهاينة,33,3,A*nAb_AlShAynp,0.524
48426,معتقد,19,8,mEtqd,-0.818
48427,مسحور,8,4,msHwr,-1.0290000000000001
48428,يقظة,32,1,yqZp,1.187
48429,تحديث _ حافز,0,7,tHdyv_HAfz,-3.696
48430,متابعيني,107,12,mtAbEyny,0.501
48431,صلاة _ العصر,5,0,SlAp_AlESr,0.175
48432,خليج,625,72,xlyj,0.532
48433,فجاة,157,57,fjAp,-0.614
48434,istanbul,14,2,istanbul,-0.006999999999999999
48435,جابي,34,19,jAby,-1.057
48436,كاش,14,6,kA$,-0.8540000000000001
48437,وهم,87,20,whm,-0.184
48438,بنعشق,5,0,bnE$q,0.175
48439,""" الشجاعية """,7,0,"""Al$jAEyp""",0.46299999999999997
48440,اعذريني,15,0,AE*ryny,1.156
